Angle,Area,Density,Velocity,Force,Cd,,,,,,,,,,,,,,,,,,,,,,,
50,0.022953714,0.7,30,3.4285544,0.474184687,,,,,,,,,,,,,,,,,,,,,,,
50,0.022953714,0.7,60,13.070266,0.451919327,,,,,,,,,,,,,,,,,,,,,,,
50,0.022953714,0.7,90,29.221943,0.449058643,,,,,,,,,,,,,,,,,,,,,,,
50,0.022953714,0.7,120,51.870816,0.448373129,,,,,,,,,,,,,,,,,,,,,,,
50,0.022953714,0.7,150,80.450884,0.445068945,,,,,,,,,,,,,,,,,,,,,,,
50,0.022953714,0.7,180,115.67956,0.444416943,,,,,,,,,,,,,,,,,,,,,,,
50,0.022953714,0.7,210,156.99612,0.443128129,,,,,,,,,,,,,,,,,,,,,,,
50,0.022953714,0.7,240,204.36229,0.441628677,,,,,,,,,,,,,,,,,,,,,,,
50,0.022953714,0.7,270,256.88464,0.438621179,,,,,,,,,,,,,,,,,,,,,,,
50,0.022953714,0.7,300,316.12944,0.437221412,,,,,,,,,,,,,,,,,,,,,,,
50,0.022953714,0.8,30,3.8675469,0.46803693,,,,,,,,,,,,,,,,,,,,,,,
50,0.022953714,0.8,60,14.82797,0.448607201,,,,,,,,,,,,,,,,,,,,,,,
50,0.022953714,0.8,90,33.375674,0.448778527,,,,,,,,,,,,,,,,,,,,,,,
50,0.022953714,0.8,120,59.171558,0.447545871,,,,,,,,,,,,,,,,,,,,,,,
50,0.022953714,0.8,150,91.291907,0.441913026,,,,,,,,,,,,,,,,,,,,,,,
50,0.022953714,0.8,180,131.77736,0.442978691,,,,,,,,,,,,,,,,,,,,,,,
50,0.022953714,0.8,210,178.72205,0.441394168,,,,,,,,,,,,,,,,,,,,,,,
50,0.022953714,0.8,240,232.60311,0.439825167,,,,,,,,,,,,,,,,,,,,,,,
50,0.022953714,0.8,270,292.53795,0.437060671,,,,,,,,,,,,,,,,,,,,,,,
50,0.022953714,0.8,300,359.85261,0.435480979,,,,,,,,,,,,,,,,,,,,,,,
50,0.022953714,0.9,30,4.3171641,0.464398243,,,,,,,,,,,,,,,,,,,,,,,
50,0.022953714,0.9,60,16.594881,0.446278703,,,,,,,,,,,,,,,,,,,,,,,
50,0.022953714,0.9,90,37.583059,0.449201944,,,,,,,,,,,,,,,,,,,,,,,
50,0.022953714,0.9,120,66.379631,0.446279422,,,,,,,,,,,,,,,,,,,,,,,
50,0.022953714,0.9,150,102.81617,0.442398274,,,,,,,,,,,,,,,,,,,,,,,
50,0.022953714,0.9,180,147.75573,0.441503186,,,,,,,,,,,,,,,,,,,,,,,
50,0.022953714,0.9,210,200.11985,0.439325184,,,,,,,,,,,,,,,,,,,,,,,
50,0.022953714,0.9,240,260.38326,0.43764815,,,,,,,,,,,,,,,,,,,,,,,
50,0.022953714,0.9,270,327.97745,0.435562996,,,,,,,,,,,,,,,,,,,,,,,
50,0.022953714,0.9,300,404.04089,0.434627628,,,,,,,,,,,,,,,,,,,,,,,
50,0.022953714,1,30,4.7700116,0.461800028,,,,,,,,,,,,,,,,,,,,,,,
50,0.022953714,1,60,18.374081,0.444713338,,,,,,,,,,,,,,,,,,,,,,,
50,0.022953714,1,90,41.686917,0.448427036,,,,,,,,,,,,,,,,,,,,,,,
50,0.022953714,1,120,73.515861,0.444831553,,,,,,,,,,,,,,,,,,,,,,,
50,0.022953714,1,150,114.05881,0.441695879,,,,,,,,,,,,,,,,,,,,,,,
50,0.022953714,1,180,163.77516,0.440433203,,,,,,,,,,,,,,,,,,,,,,,
50,0.022953714,1,210,222.13969,0.43889901,,,,,,,,,,,,,,,,,,,,,,,
50,0.022953714,1,240,288.59753,0.436563232,,,,,,,,,,,,,,,,,,,,,,,
50,0.022953714,1,270,363.31042,0.43423753,,,,,,,,,,,,,,,,,,,,,,,
50,0.022953714,1,300,447.23115,0.432978733,,,,,,,,,,,,,,,,,,,,,,,
50,0.022953714,1.1,30,5.1912205,0.456889641,,,,,,,,,,,,,,,,,,,,,,,
50,0.022953714,1.1,60,20.197099,0.444396713,,,,,,,,,,,,,,,,,,,,,,,
50,0.022953714,1.1,90,45.725518,0.447154864,,,,,,,,,,,,,,,,,,,,,,,
50,0.022953714,1.1,120,80.632544,0.44353941,,,,,,,,,,,,,,,,,,,,,,,
50,0.022953714,1.1,150,125.16649,0.440646069,,,,,,,,,,,,,,,,,,,,,,,
50,0.022953714,1.1,180,179.666,0.439243388,,,,,,,,,,,,,,,,,,,,,,,
50,0.022953714,1.1,210,243.75684,0.437827026,,,,,,,,,,,,,,,,,,,,,,,
50,0.022953714,1.1,240,316.84077,0.435715411,,,,,,,,,,,,,,,,,,,,,,,
50,0.022953714,1.1,270,399.03235,0.433575688,,,,,,,,,,,,,,,,,,,,,,,
50,0.022953714,1.1,300,490.83931,0.431997439,,,,,,,,,,,,,,,,,,,,,,,
50,0.022953714,1.2,30,5.6320281,0.454378828,,,,,,,,,,,,,,,,,,,,,,,
50,0.022953714,1.2,60,22.053568,0.444807546,,,,,,,,,,,,,,,,,,,,,,,
50,0.022953714,1.2,90,49.747401,0.445944858,,,,,,,,,,,,,,,,,,,,,,,
50,0.022953714,1.2,120,87.711807,0.442273939,,,,,,,,,,,,,,,,,,,,,,,
50,0.022953714,1.2,150,136.25396,0.439706007,,,,,,,,,,,,,,,,,,,,,,,
50,0.022953714,1.2,180,195.73655,0.438654615,,,,,,,,,,,,,,,,,,,,,,,
50,0.022953714,1.2,210,265.18274,0.436618816,,,,,,,,,,,,,,,,,,,,,,,
50,0.022953714,1.2,240,344.56659,0.43435664,,,,,,,,,,,,,,,,,,,,,,,
50,0.022953714,1.2,270,434.12341,0.432395794,,,,,,,,,,,,,,,,,,,,,,,
50,0.022953714,1.2,300,534.85881,0.431511553,,,,,,,,,,,,,,,,,,,,,,,
40,0.022397544,0.6,30,2.8559119,0.472259435,,,,,,,,,,,,,,,,,,,,,,,
40,0.022397544,0.6,60,10.931149,0.451899291,,,,,,,,,,,,,,,,,,,,,,,
40,0.022397544,0.6,90,23.783186,0.436981811,,,,,,,,,,,,,,,,,,,,,,,
40,0.022397544,0.6,120,41.445262,0.428342083,,,,,,,,,,,,,,,,,,,,,,,
40,0.022397544,0.6,150,63.831228,0.422210499,,,,,,,,,,,,,,,,,,,,,,,
40,0.022397544,0.6,180,91.291824,0.419338967,,,,,,,,,,,,,,,,,,,,,,,
40,0.022397544,0.6,210,123.7634,0.417668756,,,,,,,,,,,,,,,,,,,,,,,
40,0.022397544,0.6,240,160.61837,0.415002849,,,,,,,,,,,,,,,,,,,,,,,
40,0.022397544,0.6,270,202.39755,0.413195963,,,,,,,,,,,,,,,,,,,,,,,
40,0.022397544,0.6,300,249.15128,0.412001655,,,,,,,,,,,,,,,,,,,,,,,
40,0.022397544,0.7,30,3.2917535,0.466569509,,,,,,,,,,,,,,,,,,,,,,,
40,0.022397544,0.7,60,12.643893,0.448032861,,,,,,,,,,,,,,,,,,,,,,,
40,0.022397544,0.7,90,27.49845,0.433066663,,,,,,,,,,,,,,,,,,,,,,,
40,0.022397544,0.7,120,47.961417,0.424874896,,,,,,,,,,,,,,,,,,,,,,,
40,0.022397544,0.7,150,73.986749,0.419472007,,,,,,,,,,,,,,,,,,,,,,,
40,0.022397544,0.7,180,105.89238,0.416918586,,,,,,,,,,,,,,,,,,,,,,,
40,0.022397544,0.7,210,143.80923,0.415986971,,,,,,,,,,,,,,,,,,,,,,,
40,0.022397544,0.7,240,186.50691,0.413051307,,,,,,,,,,,,,,,,,,,,,,,
40,0.022397544,0.7,270,235.16336,0.411503644,,,,,,,,,,,,,,,,,,,,,,,
40,0.022397544,0.7,300,289.2389,0.409964026,,,,,,,,,,,,,,,,,,,,,,,
40,0.022397544,0.8,30,3.7201825,0.461382743,,,,,,,,,,,,,,,,,,,,,,,
40,0.022397544,0.8,60,14.350403,0.44493975,,,,,,,,,,,,,,,,,,,,,,,
40,0.022397544,0.8,90,31.158449,0.42936874,,,,,,,,,,,,,,,,,,,,,,,
40,0.022397544,0.8,120,54.437514,0.421964002,,,,,,,,,,,,,,,,,,,,,,,
40,0.022397544,0.8,150,84.221214,0.417809768,,,,,,,,,,,,,,,,,,,,,,,
40,0.022397544,0.8,180,120.72234,0.415893607,,,,,,,,,,,,,,,,,,,,,,,
40,0.022397544,0.8,210,163.54445,0.413939462,,,,,,,,,,,,,,,,,,,,,,,
40,0.022397544,0.8,240,212.22214,0.411251804,,,,,,,,,,,,,,,,,,,,,,,
40,0.022397544,0.8,270,267.53739,0.409634539,,,,,,,,,,,,,,,,,,,,,,,
40,0.022397544,0.8,300,329.38739,0.408511296,,,,,,,,,,,,,,,,,,,,,,,
40,0.022397544,0.9,30,4.1514847,0.457665336,,,,,,,,,,,,,,,,,,,,,,,
40,0.022397544,0.9,60,16.067117,0.442815224,,,,,,,,,,,,,,,,,,,,,,,
40,0.022397544,0.9,90,34.815225,0.426453099,,,,,,,,,,,,,,,,,,,,,,,
40,0.022397544,0.9,120,60.944423,0.41991227,,,,,,,,,,,,,,,,,,,,,,,
40,0.022397544,0.9,150,94.341705,0.41601433,,,,,,,,,,,,,,,,,,,,,,,
40,0.022397544,0.9,180,135.41763,0.414684007,,,,,,,,,,,,,,,,,,,,,,,
40,0.022397544,0.9,210,182.87834,0.411444034,,,,,,,,,,,,,,,,,,,,,,,
40,0.022397544,0.9,240,237.88841,0.409767856,,,,,,,,,,,,,,,,,,,,,,,
40,0.022397544,0.9,270,299.96099,0.408248256,,,,,,,,,,,,,,,,,,,,,,,
40,0.022397544,0.9,300,369.03588,0.406830188,,,,,,,,,,,,,,,,,,,,,,,
40,0.022397544,1,30,4.5809016,0.454504357,,,,,,,,,,,,,,,,,,,,,,,
40,0.022397544,1,60,17.781225,0.441050962,,,,,,,,,,,,,,,,,,,,,,,
40,0.022397544,1,90,38.574678,0.425252512,,,,,,,,,,,,,,,,,,,,,,,
40,0.022397544,1,120,67.477367,0.41843233,,,,,,,,,,,,,,,,,,,,,,,
40,0.022397544,1,150,104.61287,0.415175958,,,,,,,,,,,,,,,,,,,,,,,
40,0.022397544,1,180,150.10653,0.413698716,,,,,,,,,,,,,,,,,,,,,,,
40,0.022397544,1,210,202.75271,0.410542077,,,,,,,,,,,,,,,,,,,,,,,
40,0.022397544,1,240,263.42882,0.408385581,,,,,,,,,,,,,,,,,,,,,,,
40,0.022397544,1,270,332.36616,0.407116654,,,,,,,,,,,,,,,,,,,,,,,
40,0.022397544,1,300,409.3868,0.406182233,,,,,,,,,,,,,,,,,,,,,,,
40,0.022397544,1.1,30,5.0456941,0.455108891,,,,,,,,,,,,,,,,,,,,,,,
40,0.022397544,1.1,60,19.49089,0.439507289,,,,,,,,,,,,,,,,,,,,,,,
40,0.022397544,1.1,90,42.280733,0.423735062,,,,,,,,,,,,,,,,,,,,,,,
40,0.022397544,1.1,120,74.012916,0.417236156,,,,,,,,,,,,,,,,,,,,,,,
40,0.022397544,1.1,150,114.72119,0.413902488,,,,,,,,,,,,,,,,,,,,,,,
40,0.022397544,1.1,180,164.50865,0.412174045,,,,,,,,,,,,,,,,,,,,,,,
40,0.022397544,1.1,210,222.31005,0.409220535,,,,,,,,,,,,,,,,,,,,,,,
40,0.022397544,1.1,240,288.93004,0.407199397,,,,,,,,,,,,,,,,,,,,,,,
40,0.022397544,1.1,270,364.87657,0.406307988,,,,,,,,,,,,,,,,,,,,,,,
40,0.022397544,1.1,300,449.25949,0.405220737,,,,,,,,,,,,,,,,,,,,,,,
40,0.022397544,1.2,30,5.4820446,0.453261056,,,,,,,,,,,,,,,,,,,,,,,
40,0.022397544,1.2,60,21.212184,0.438461269,,,,,,,,,,,,,,,,,,,,,,,
40,0.022397544,1.2,90,46.108131,0.423585271,,,,,,,,,,,,,,,,,,,,,,,
40,0.022397544,1.2,120,80.506639,0.416023205,,,,,,,,,,,,,,,,,,,,,,,
40,0.022397544,1.2,150,124.86456,0.412957183,,,,,,,,,,,,,,,,,,,,,,,
40,0.022397544,1.2,180,179.11385,0.411369899,,,,,,,,,,,,,,,,,,,,,,,
40,0.022397544,1.2,210,241.85716,0.408101988,,,,,,,,,,,,,,,,,,,,,,,
40,0.022397544,1.2,240,314.44304,0.406226129,,,,,,,,,,,,,,,,,,,,,,,
40,0.022397544,1.2,270,397.25798,0.405502422,,,,,,,,,,,,,,,,,,,,,,,
40,0.022397544,1.2,300,489.24992,0.404516839,,,,,,,,,,,,,,,,,,,,,,,
30,0.021717664,0.6,30,2.4739208,0.42189941,,,,,,,,,,,,,,,,,,,,,,,
30,0.021717664,0.6,60,9.442179,0.402564398,,,,,,,,,,,,,,,,,,,,,,,
30,0.021717664,0.6,90,20.864548,0.39535715,,,,,,,,,,,,,,,,,,,,,,,
30,0.021717664,0.6,120,36.204164,0.38588835,,,,,,,,,,,,,,,,,,,,,,,
30,0.021717664,0.6,150,56.791566,0.387406552,,,,,,,,,,,,,,,,,,,,,,,
30,0.021717664,0.6,180,81.554692,0.386339913,,,,,,,,,,,,,,,,,,,,,,,
30,0.021717664,0.6,210,110.36855,0.384124832,,,,,,,,,,,,,,,,,,,,,,,
30,0.021717664,0.6,240,142.25512,0.379062706,,,,,,,,,,,,,,,,,,,,,,,
30,0.021717664,0.6,270,180.61888,0.380278045,,,,,,,,,,,,,,,,,,,,,,,
30,0.021717664,0.6,300,220.73447,0.37643785,,,,,,,,,,,,,,,,,,,,,,,
30,0.021717664,0.7,30,2.844525,0.415801538,,,,,,,,,,,,,,,,,,,,,,,
30,0.021717664,0.7,60,10.950021,0.40015781,,,,,,,,,,,,,,,,,,,,,,,
30,0.021717664,0.7,90,24.217797,0.393340315,,,,,,,,,,,,,,,,,,,,,,,
30,0.021717664,0.7,120,42.031679,0.384001652,,,,,,,,,,,,,,,,,,,,,,,
30,0.021717664,0.7,150,65.880215,0.385204485,,,,,,,,,,,,,,,,,,,,,,,
30,0.021717664,0.7,180,94.574156,0.384013339,,,,,,,,,,,,,,,,,,,,,,,
30,0.021717664,0.7,210,126.94853,0.378711011,,,,,,,,,,,,,,,,,,,,,,,
30,0.021717664,0.7,240,165.23751,0.377402701,,,,,,,,,,,,,,,,,,,,,,,
30,0.021717664,0.7,270,208.31549,0.375935105,,,,,,,,,,,,,,,,,,,,,,,
30,0.021717664,0.7,300,257.97576,0.377098875,,,,,,,,,,,,,,,,,,,,,,,
30,0.021717664,0.8,30,3.2281003,0.412887191,,,,,,,,,,,,,,,,,,,,,,,
30,0.021717664,0.8,60,12.411654,0.396875289,,,,,,,,,,,,,,,,,,,,,,,
30,0.021717664,0.8,90,27.559025,0.391656852,,,,,,,,,,,,,,,,,,,,,,,
30,0.021717664,0.8,120,47.781758,0.381967605,,,,,,,,,,,,,,,,,,,,,,,
30,0.021717664,0.8,150,74.927434,0.383340973,,,,,,,,,,,,,,,,,,,,,,,
30,0.021717664,0.8,180,107.49096,0.381903669,,,,,,,,,,,,,,,,,,,,,,,
30,0.021717664,0.8,210,144.58536,0.377409328,,,,,,,,,,,,,,,,,,,,,,,
30,0.021717664,0.8,240,188.00023,0.375718687,,,,,,,,,,,,,,,,,,,,,,,
30,0.021717664,0.8,270,238.60664,0.376774841,,,,,,,,,,,,,,,,,,,,,,,
30,0.021717664,0.8,300,294.65595,0.376876974,,,,,,,,,,,,,,,,,,,,,,,
30,0.021717664,0.9,30,3.6174361,0.411275402,,,,,,,,,,,,,,,,,,,,,,,
30,0.021717664,0.9,60,13.889271,0.394776532,,,,,,,,,,,,,,,,,,,,,,,
30,0.021717664,0.9,90,30.915554,0.390540781,,,,,,,,,,,,,,,,,,,,,,,
30,0.021717664,0.9,120,53.527171,0.380352412,,,,,,,,,,,,,,,,,,,,,,,
30,0.021717664,0.9,150,83.948499,0.381772633,,,,,,,,,,,,,,,,,,,,,,,
30,0.021717664,0.9,180,120.42841,0.380328017,,,,,,,,,,,,,,,,,,,,,,,
30,0.021717664,0.9,210,162.00964,0.375903738,,,,,,,,,,,,,,,,,,,,,,,
30,0.021717664,0.9,240,210.7322,0.374354273,,,,,,,,,,,,,,,,,,,,,,,
30,0.021717664,0.9,270,267.56935,0.375563356,,,,,,,,,,,,,,,,,,,,,,,
30,0.021717664,0.9,300,330.44943,0.375696262,,,,,,,,,,,,,,,,,,,,,,,
30,0.021717664,1,30,3.9756876,0.406805324,,,,,,,,,,,,,,,,,,,,,,,
30,0.021717664,1,60,15.360718,0.392939693,,,,,,,,,,,,,,,,,,,,,,,
30,0.021717664,1,90,34.225855,0.389122347,,,,,,,,,,,,,,,,,,,,,,,
30,0.021717664,1,120,59.609832,0.381217028,,,,,,,,,,,,,,,,,,,,,,,
30,0.021717664,1,150,93.067676,0.380919528,,,,,,,,,,,,,,,,,,,,,,,
30,0.021717664,1,180,133.29534,0.378867055,,,,,,,,,,,,,,,,,,,,,,,
30,0.021717664,1,210,179.42329,0.374677067,,,,,,,,,,,,,,,,,,,,,,,
30,0.021717664,1,240,233.44157,0.373226608,,,,,,,,,,,,,,,,,,,,,,,
30,0.021717664,1,270,297.40378,0.375695369,,,,,,,,,,,,,,,,,,,,,,,
30,0.021717664,1,300,365.1237,0.37360648,,,,,,,,,,,,,,,,,,,,,,,
30,0.021717664,1.1,30,4.3702756,0.40652805,,,,,,,,,,,,,,,,,,,,,,,
30,0.021717664,1.1,60,16.844415,0.391721702,,,,,,,,,,,,,,,,,,,,,,,
30,0.021717664,1.1,90,37.527723,0.38787465,,,,,,,,,,,,,,,,,,,,,,,
30,0.021717664,1.1,120,65.361739,0.380001497,,,,,,,,,,,,,,,,,,,,,,,
30,0.021717664,1.1,150,102.10492,0.379916672,,,,,,,,,,,,,,,,,,,,,,,
30,0.021717664,1.1,180,146.19656,0.377760326,,,,,,,,,,,,,,,,,,,,,,,
30,0.021717664,1.1,210,196.80992,0.373622134,,,,,,,,,,,,,,,,,,,,,,,
30,0.021717664,1.1,240,256.92642,0.373431099,,,,,,,,,,,,,,,,,,,,,,,
30,0.021717664,1.1,270,326.40342,0.374844699,,,,,,,,,,,,,,,,,,,,,,,
30,0.021717664,1.1,300,400.98568,0.37300148,,,,,,,,,,,,,,,,,,,,,,,
30,0.021717664,1.2,30,4.7469431,0.404768919,,,,,,,,,,,,,,,,,,,,,,,
30,0.021717664,1.2,60,18.330301,0.390753373,,,,,,,,,,,,,,,,,,,,,,,
30,0.021717664,1.2,90,40.823252,0.386774843,,,,,,,,,,,,,,,,,,,,,,,
30,0.021717664,1.2,120,71.175513,0.379318264,,,,,,,,,,,,,,,,,,,,,,,
30,0.021717664,1.2,150,111.0808,0.37887166,,,,,,,,,,,,,,,,,,,,,,,
30,0.021717664,1.2,180,158.05094,0.374358512,,,,,,,,,,,,,,,,,,,,,,,
30,0.021717664,1.2,210,214.18472,0.372722436,,,,,,,,,,,,,,,,,,,,,,,
30,0.021717664,1.2,240,280.66485,0.373939362,,,,,,,,,,,,,,,,,,,,,,,
30,0.021717664,1.2,270,354.4151,0.373095773,,,,,,,,,,,,,,,,,,,,,,,
30,0.021717664,1.2,300,436.75826,0.372421082,,,,,,,,,,,,,,,,,,,,,,,
20,0.020900944,0.6,30,2.3046221,0.408385258,,,,,,,,,,,,,,,,,,,,,,,
20,0.020900944,0.6,60,8.7851051,0.389186085,,,,,,,,,,,,,,,,,,,,,,,
20,0.020900944,0.6,90,19.241675,0.378852973,,,,,,,,,,,,,,,,,,,,,,,
20,0.020900944,0.6,120,33.753297,0.37382346,,,,,,,,,,,,,,,,,,,,,,,
20,0.020900944,0.6,150,52.302103,0.370722954,,,,,,,,,,,,,,,,,,,,,,,
20,0.020900944,0.6,180,74.833389,0.368352182,,,,,,,,,,,,,,,,,,,,,,,
20,0.020900944,0.6,210,101.195,0.365959739,,,,,,,,,,,,,,,,,,,,,,,
20,0.020900944,0.6,240,131.16102,0.363157607,,,,,,,,,,,,,,,,,,,,,,,
20,0.020900944,0.6,270,165.28701,0.361596351,,,,,,,,,,,,,,,,,,,,,,,
20,0.020900944,0.6,300,203.39784,0.360426464,,,,,,,,,,,,,,,,,,,,,,,
20,0.020900944,0.7,30,2.6569711,0.403562102,,,,,,,,,,,,,,,,,,,,,,,
20,0.020900944,0.7,60,10.145935,0.385261516,,,,,,,,,,,,,,,,,,,,,,,
20,0.020900944,0.7,90,22.286189,0.376111701,,,,,,,,,,,,,,,,,,,,,,,
20,0.020900944,0.7,120,39.158758,0.371734159,,,,,,,,,,,,,,,,,,,,,,,
20,0.020900944,0.7,150,60.613387,0.368257914,,,,,,,,,,,,,,,,,,,,,,,
20,0.020900944,0.7,180,86.834323,0.366363725,,,,,,,,,,,,,,,,,,,,,,,
20,0.020900944,0.7,210,117.1254,0.363060124,,,,,,,,,,,,,,,,,,,,,,,
20,0.020900944,0.7,240,152.1372,0.361059677,,,,,,,,,,,,,,,,,,,,,,,
20,0.020900944,0.7,270,191.86258,0.359773197,,,,,,,,,,,,,,,,,,,,,,,
20,0.020900944,0.7,300,235.59208,0.357836165,,,,,,,,,,,,,,,,,,,,,,,
20,0.020900944,0.8,30,3.0064896,0.399568555,,,,,,,,,,,,,,,,,,,,,,,
20,0.020900944,0.8,60,11.474132,0.381233844,,,,,,,,,,,,,,,,,,,,,,,
20,0.020900944,0.8,90,25.35337,0.374390468,,,,,,,,,,,,,,,,,,,,,,,
20,0.020900944,0.8,120,44.464949,0.36934261,,,,,,,,,,,,,,,,,,,,,,,
20,0.020900944,0.8,150,68.881325,0.366178703,,,,,,,,,,,,,,,,,,,,,,,
20,0.020900944,0.8,180,98.462698,0.363496998,,,,,,,,,,,,,,,,,,,,,,,
20,0.020900944,0.8,210,133.38362,0.361774555,,,,,,,,,,,,,,,,,,,,,,,
20,0.020900944,0.8,240,172.89594,0.359034695,,,,,,,,,,,,,,,,,,,,,,,
20,0.020900944,0.8,270,238.52192,0.391358594,,,,,,,,,,,,,,,,,,,,,,,
20,0.020900944,0.8,300,295.86833,0.393215001,,,,,,,,,,,,,,,,,,,,,,,
20,0.020900944,0.9,30,3.7284211,0.440457523,,,,,,,,,,,,,,,,,,,,,,,
20,0.020900944,0.9,60,14.263829,0.421264835,,,,,,,,,,,,,,,,,,,,,,,
20,0.020900944,0.9,90,31.458839,0.412932682,,,,,,,,,,,,,,,,,,,,,,,
20,0.020900944,0.9,120,55.335251,0.408564828,,,,,,,,,,,,,,,,,,,,,,,
20,0.020900944,0.9,150,85.917896,0.405996883,,,,,,,,,,,,,,,,,,,,,,,
20,0.020900944,0.9,180,122.58623,0.402270572,,,,,,,,,,,,,,,,,,,,,,,
20,0.020900944,0.9,210,165.58949,0.399223193,,,,,,,,,,,,,,,,,,,,,,,
20,0.020900944,0.9,240,214.42786,0.395804122,,,,,,,,,,,,,,,,,,,,,,,
20,0.020900944,0.9,270,269.58344,0.393176242,,,,,,,,,,,,,,,,,,,,,,,
20,0.020900944,0.9,300,331.63576,0.391778347,,,,,,,,,,,,,,,,,,,,,,,
20,0.020900944,1,30,4.1152897,0.437544267,,,,,,,,,,,,,,,,,,,,,,,
20,0.020900944,1,60,15.759706,0.418899368,,,,,,,,,,,,,,,,,,,,,,,
20,0.020900944,1,90,34.790838,0.411002028,,,,,,,,,,,,,,,,,,,,,,,
20,0.020900944,1,120,61.244086,0.406973152,,,,,,,,,,,,,,,,,,,,,,,
20,0.020900944,1,150,95.013219,0.404078374,,,,,,,,,,,,,,,,,,,,,,,
20,0.020900944,1,180,135.6518,0.400631086,,,,,,,,,,,,,,,,,,,,,,,
20,0.020900944,1,210,183.08827,0.397270233,,,,,,,,,,,,,,,,,,,,,,,
20,0.020900944,1,240,237.18117,0.394023222,,,,,,,,,,,,,,,,,,,,,,,
20,0.020900944,1,270,298.75431,0.392148669,,,,,,,,,,,,,,,,,,,,,,,
20,0.020900944,1,300,367.39931,0.390624898,,,,,,,,,,,,,,,,,,,,,,,
20,0.020900944,1.1,30,4.5004037,0.434991101,,,,,,,,,,,,,,,,,,,,,,,
20,0.020900944,1.1,60,17.257627,0.417013377,,,,,,,,,,,,,,,,,,,,,,,
20,0.020900944,1.1,90,38.096804,0.409142819,,,,,,,,,,,,,,,,,,,,,,,
20,0.020900944,1.1,120,67.081909,0.405241888,,,,,,,,,,,,,,,,,,,,,,,
20,0.020900944,1.1,150,104.10341,0.402488843,,,,,,,,,,,,,,,,,,,,,,,
20,0.020900944,1.1,180,148.54925,0.398838305,,,,,,,,,,,,,,,,,,,,,,,
20,0.020900944,1.1,210,200.64608,0.395788799,,,,,,,,,,,,,,,,,,,,,,,
20,0.020900944,1.1,240,260.22696,0.39300784,,,,,,,,,,,,,,,,,,,,,,,
20,0.020900944,1.1,270,327.81378,0.391174995,,,,,,,,,,,,,,,,,,,,,,,
20,0.020900944,1.1,300,403.26235,0.38977733,,,,,,,,,,,,,,,,,,,,,,,
20,0.020900944,1.2,30,4.8808317,0.432448277,,,,,,,,,,,,,,,,,,,,,,,
20,0.020900944,1.2,60,18.757945,0.415494812,,,,,,,,,,,,,,,,,,,,,,,
20,0.020900944,1.2,90,41.409476,0.407659497,,,,,,,,,,,,,,,,,,,,,,,
20,0.020900944,1.2,120,72.925429,0.403830716,,,,,,,,,,,,,,,,,,,,,,,
20,0.020900944,1.2,150,113.14693,0.400998829,,,,,,,,,,,,,,,,,,,,,,,
20,0.020900944,1.2,180,161.46183,0.397381558,,,,,,,,,,,,,,,,,,,,,,,
20,0.020900944,1.2,210,218.12959,0.394419921,,,,,,,,,,,,,,,,,,,,,,,
20,0.020900944,1.2,240,283.15228,0.39199491,,,,,,,,,,,,,,,,,,,,,,,
20,0.020900944,1.2,270,356.85776,0.390346657,,,,,,,,,,,,,,,,,,,,,,,
20,0.020900944,1.2,300,439.10415,0.389052204,,,,,,,,,,,,,,,,,,,,,,,
10,0.019933511,0.6,30,2.4203416,0.449706434,,,,,,,,,,,,,,,,,,,,,,,
10,0.019933511,0.6,60,9.1890321,0.426837152,,,,,,,,,,,,,,,,,,,,,,,
10,0.019933511,0.6,90,20.175929,0.416527296,,,,,,,,,,,,,,,,,,,,,,,
10,0.019933511,0.6,120,35.265121,0.40952256,,,,,,,,,,,,,,,,,,,,,,,
10,0.019933511,0.6,150,54.410881,0.40438793,,,,,,,,,,,,,,,,,,,,,,,
10,0.019933511,0.6,180,77.573433,0.400371308,,,,,,,,,,,,,,,,,,,,,,,
10,0.019933511,0.6,210,104.37979,0.395797252,,,,,,,,,,,,,,,,,,,,,,,
10,0.019933511,0.6,240,135.29694,0.392790012,,,,,,,,,,,,,,,,,,,,,,,
10,0.019933511,0.6,270,170.07985,0.390139822,,,,,,,,,,,,,,,,,,,,,,,
10,0.019933511,0.6,300,208.79187,0.387941303,,,,,,,,,,,,,,,,,,,,,,,
10,0.019933511,0.7,30,2.790858,0.444470955,,,,,,,,,,,,,,,,,,,,,,,
10,0.019933511,0.7,60,10.62923,0.423201754,,,,,,,,,,,,,,,,,,,,,,,
10,0.019933511,0.7,90,23.311078,0.412501464,,,,,,,,,,,,,,,,,,,,,,,
10,0.019933511,0.7,120,40.760535,0.40571918,,,,,,,,,,,,,,,,,,,,,,,
10,0.019933511,0.7,150,62.908087,0.400748694,,,,,,,,,,,,,,,,,,,,,,,
10,0.019933511,0.7,180,89.463487,0.395775555,,,,,,,,,,,,,,,,,,,,,,,
10,0.019933511,0.7,210,120.79182,0.392597103,,,,,,,,,,,,,,,,,,,,,,,
10,0.019933511,0.7,240,156.67441,0.389873521,,,,,,,,,,,,,,,,,,,,,,,
10,0.019933511,0.7,270,197.05921,0.387451516,,,,,,,,,,,,,,,,,,,,,,,
10,0.019933511,0.7,300,242.31564,0.385910942,,,,,,,,,,,,,,,,,,,,,,,
10,0.019933511,0.8,30,3.158486,0.440141841,,,,,,,,,,,,,,,,,,,,,,,
