Angle,Area,Density,Velocity,Force,Cd,,,,,,,,,,,,,,,,,,,,,,,
10,0.019933511,0.8,60,12.046134,0.419663693,,,,,,,,,,,,,,,,,,,,,,,
10,0.019933511,0.8,90,26.455091,0.409619336,,,,,,,,,,,,,,,,,,,,,,,
10,0.019933511,0.8,120,46.313676,0.403369419,,,,,,,,,,,,,,,,,,,,,,,
10,0.019933511,0.8,150,71.370919,0.397827664,,,,,,,,,,,,,,,,,,,,,,,
10,0.019933511,0.8,180,101.62612,0.393383865,,,,,,,,,,,,,,,,,,,,,,,
10,0.019933511,0.8,210,137.0926,0.389880606,,,,,,,,,,,,,,,,,,,,,,,
10,0.019933511,0.8,240,177.96488,0.38749672,,,,,,,,,,,,,,,,,,,,,,,
10,0.019933511,0.8,270,224.00985,0.385385877,,,,,,,,,,,,,,,,,,,,,,,
10,0.019933511,0.8,300,275.30756,0.383647026,,,,,,,,,,,,,,,,,,,,,,,
10,0.019933511,0.9,30,3.5221693,0.436286127,,,,,,,,,,,,,,,,,,,,,,,
10,0.019933511,0.9,60,13.451606,0.41655785,,,,,,,,,,,,,,,,,,,,,,,
10,0.019933511,0.9,90,29.547567,0.406668368,,,,,,,,,,,,,,,,,,,,,,,
10,0.019933511,0.9,120,51.800796,0.401030707,,,,,,,,,,,,,,,,,,,,,,,
10,0.019933511,0.9,150,79.87339,0.395752152,,,,,,,,,,,,,,,,,,,,,,,
10,0.019933511,0.9,180,113.77871,0.391489106,,,,,,,,,,,,,,,,,,,,,,,
10,0.019933511,0.9,210,153.62378,0.388350209,,,,,,,,,,,,,,,,,,,,,,,
10,0.019933511,0.9,240,199.41802,0.385962937,,,,,,,,,,,,,,,,,,,,,,,
10,0.019933511,0.9,270,251.14145,0.384056001,,,,,,,,,,,,,,,,,,,,,,,
10,0.019933511,0.9,300,279.96107,0.346783816,,,,,,,,,,,,,,,,,,,,,,,
10,0.019933511,1,30,3.4832149,0.388314811,,,,,,,,,,,,,,,,,,,,,,,
10,0.019933511,1,60,13.365102,0.372491162,,,,,,,,,,,,,,,,,,,,,,,
10,0.019933511,1,90,29.447906,0.364767045,,,,,,,,,,,,,,,,,,,,,,,
10,0.019933511,1,120,51.573472,0.359343731,,,,,,,,,,,,,,,,,,,,,,,
10,0.019933511,1,150,79.725687,0.355518289,,,,,,,,,,,,,,,,,,,,,,,
10,0.019933511,1,180,113.81353,0.352448023,,,,,,,,,,,,,,,,,,,,,,,
10,0.019933511,1,210,153.91114,0.350168972,,,,,,,,,,,,,,,,,,,,,,,
10,0.019933511,1,240,199.96892,0.348326257,,,,,,,,,,,,,,,,,,,,,,,
10,0.019933511,1,270,251.98576,0.346812439,,,,,,,,,,,,,,,,,,,,,,,
10,0.019933511,1,300,310.03049,0.345627343,,,,,,,,,,,,,,,,,,,,,,,
10,0.019933511,1.1,30,3.8087565,0.386006137,,,,,,,,,,,,,,,,,,,,,,,
10,0.019933511,1.1,60,14.629421,0.370662071,,,,,,,,,,,,,,,,,,,,,,,
10,0.019933511,1.1,90,32.227301,0.362904561,,,,,,,,,,,,,,,,,,,,,,,
10,0.019933511,1.1,120,56.4659,0.357665683,,,,,,,,,,,,,,,,,,,,,,,
10,0.019933511,1.1,150,87.307157,0.353932822,,,,,,,,,,,,,,,,,,,,,,,
10,0.019933511,1.1,180,124.66228,0.350948642,,,,,,,,,,,,,,,,,,,,,,,
10,0.019933511,1.1,210,168.66788,0.348856892,,,,,,,,,,,,,,,,,,,,,,,
10,0.019933511,1.1,240,219.20388,0.347119702,,,,,,,,,,,,,,,,,,,,,,,
10,0.019933511,1.1,270,276.32979,0.345743233,,,,,,,,,,,,,,,,,,,,,,,
10,0.019933511,1.1,300,340.12894,0.344710559,,,,,,,,,,,,,,,,,,,,,,,
10,0.019933511,1.2,30,4.1310168,0.383777404,,,,,,,,,,,,,,,,,,,,,,,
10,0.019933511,1.2,60,15.90351,0.36936474,,,,,,,,,,,,,,,,,,,,,,,
10,0.019933511,1.2,90,34.997873,0.361261417,,,,,,,,,,,,,,,,,,,,,,,
10,0.019933511,1.2,120,61.338399,0.356151595,,,,,,,,,,,,,,,,,,,,,,,
10,0.019933511,1.2,150,94.8445,0.35244762,,,,,,,,,,,,,,,,,,,,,,,
10,0.019933511,1.2,180,135.49303,0.349652706,,,,,,,,,,,,,,,,,,,,,,,
10,0.019933511,1.2,210,183.39182,0.347701305,,,,,,,,,,,,,,,,,,,,,,,
10,0.019933511,1.2,240,238.44662,0.346125532,,,,,,,,,,,,,,,,,,,,,,,
10,0.019933511,1.2,270,300.6992,0.344881337,,,,,,,,,,,,,,,,,,,,,,,
10,0.019933511,1.2,300,370.2419,0.343960052,,,,,,,,,,,,,,,,,,,,,,,
0,0.018801379,0.6,30,2.083219,0.410375533,,,,,,,,,,,,,,,,,,,,,,,
0,0.018801379,0.6,60,7.8422346,0.38621254,,,,,,,,,,,,,,,,,,,,,,,
0,0.018801379,0.6,90,17.159147,0.37557763,,,,,,,,,,,,,,,,,,,,,,,
0,0.018801379,0.6,120,29.954505,0.368798118,,,,,,,,,,,,,,,,,,,,,,,
0,0.018801379,0.6,150,46.143077,0.363590958,,,,,,,,,,,,,,,,,,,,,,,
0,0.018801379,0.6,180,65.700789,0.359513014,,,,,,,,,,,,,,,,,,,,,,,
0,0.018801379,0.6,210,88.601458,0.356197872,,,,,,,,,,,,,,,,,,,,,,,
0,0.018801379,0.6,240,114.84503,0.353491327,,,,,,,,,,,,,,,,,,,,,,,
0,0.018801379,0.6,270,144.38223,0.35113592,,,,,,,,,,,,,,,,,,,,,,,
0,0.018801379,0.6,300,177.18564,0.349039882,,,,,,,,,,,,,,,,,,,,,,,
0,0.018801379,0.7,30,2.3941767,0.404255504,,,,,,,,,,,,,,,,,,,,,,,
0,0.018801379,0.7,60,9.0410356,0.381643553,,,,,,,,,,,,,,,,,,,,,,,
0,0.018801379,0.7,90,19.799836,0.371465792,,,,,,,,,,,,,,,,,,,,,,,
0,0.018801379,0.7,120,34.603103,0.365169759,,,,,,,,,,,,,,,,,,,,,,,
0,0.018801379,0.7,150,53.320823,0.360127742,,,,,,,,,,,,,,,,,,,,,,,
0,0.018801379,0.7,180,75.941812,0.356187108,,,,,,,,,,,,,,,,,,,,,,,
0,0.018801379,0.7,210,102.4619,0.353074268,,,,,,,,,,,,,,,,,,,,,,,
0,0.018801379,0.7,240,132.80368,0.350372392,,,,,,,,,,,,,,,,,,,,,,,
0,0.018801379,0.7,270,166.99333,0.348107875,,,,,,,,,,,,,,,,,,,,,,,
0,0.018801379,0.7,300,205.02783,0.346188436,,,,,,,,,,,,,,,,,,,,,,,
0,0.018801379,0.8,30,2.7025257,0.399280065,,,,,,,,,,,,,,,,,,,,,,,
0,0.018801379,0.8,60,10.246628,0.378467659,,,,,,,,,,,,,,,,,,,,,,,
0,0.018801379,0.8,90,22.45957,0.368694554,,,,,,,,,,,,,,,,,,,,,,,
0,0.018801379,0.8,120,39.217139,0.362129346,,,,,,,,,,,,,,,,,,,,,,,
0,0.018801379,0.8,150,60.444501,0.357210802,,,,,,,,,,,,,,,,,,,,,,,
0,0.018801379,0.8,180,86.134027,0.353492372,,,,,,,,,,,,,,,,,,,,,,,
0,0.018801379,0.8,210,116.20245,0.35037007,,,,,,,,,,,,,,,,,,,,,,,
0,0.018801379,0.8,240,150.66865,0.347816931,,,,,,,,,,,,,,,,,,,,,,,
0,0.018801379,0.8,270,189.52773,0.345696942,,,,,,,,,,,,,,,,,,,,,,,
0,0.018801379,0.8,300,232.7485,0.343870315,,,,,,,,,,,,,,,,,,,,,,,
0,0.018801379,0.9,30,3.0076196,0.394982795,,,,,,,,,,,,,,,,,,,,,,,
0,0.018801379,0.9,60,11.437926,0.375528207,,,,,,,,,,,,,,,,,,,,,,,
0,0.018801379,0.9,90,25.084637,0.366033289,,,,,,,,,,,,,,,,,,,,,,,
0,0.018801379,0.9,120,43.799246,0.359502508,,,,,,,,,,,,,,,,,,,,,,,
0,0.018801379,0.9,150,67.538147,0.35478431,,,,,,,,,,,,,,,,,,,,,,,
0,0.018801379,0.9,180,96.236513,0.351069136,,,,,,,,,,,,,,,,,,,,,,,
0,0.018801379,0.9,210,129.88893,0.348121889,,,,,,,,,,,,,,,,,,,,,,,
0,0.018801379,0.9,240,168.47741,0.345714007,,,,,,,,,,,,,,,,,,,,,,,
0,0.018801379,0.9,270,212.01718,0.343748892,,,,,,,,,,,,,,,,,,,,,,,
0,0.018801379,0.9,300,260.53156,0.342149266,,,,,,,,,,,,,,,,,,,,,,,
0,0.018801379,1,30,3.3132288,0.391605885,,,,,,,,,,,,,,,,,,,,,,,
0,0.018801379,1,60,12.612143,0.372671925,,,,,,,,,,,,,,,,,,,,,,,
0,0.018801379,1,90,27.685571,0.363587344,,,,,,,,,,,,,,,,,,,,,,,
0,0.018801379,1,120,48.354961,0.357206075,,,,,,,,,,,,,,,,,,,,,,,
0,0.018801379,1,150,74.582406,0.352609625,,,,,,,,,,,,,,,,,,,,,,,
0,0.018801379,1,180,106.31047,0.349036881,,,,,,,,,,,,,,,,,,,,,,,
0,0.018801379,1,210,143.52044,0.34619075,,,,,,,,,,,,,,,,,,,,,,,
0,0.018801379,1,240,186.21398,0.343898349,,,,,,,,,,,,,,,,,,,,,,,
0,0.018801379,1,270,234.40255,0.34203858,,,,,,,,,,,,,,,,,,,,,,,
0,0.018801379,1,300,288.29115,0.340744687,,,,,,,,,,,,,,,,,,,,,,,
0,0.018801379,1.1,30,3.6193108,0.388893761,,,,,,,,,,,,,,,,,,,,,,,
0,0.018801379,1.1,60,13.784143,0.370275414,,,,,,,,,,,,,,,,,,,,,,,
0,0.018801379,1.1,90,30.273655,0.361432702,,,,,,,,,,,,,,,,,,,,,,,
0,0.018801379,1.1,120,52.89251,0.355205181,,,,,,,,,,,,,,,,,,,,,,,
0,0.018801379,1.1,150,81.597892,0.350706672,,,,,,,,,,,,,,,,,,,,,,,
0,0.018801379,1.1,180,116.34378,0.347252808,,,,,,,,,,,,,,,,,,,,,,,
0,0.018801379,1.1,210,157.12988,0.34456233,,,,,,,,,,,,,,,,,,,,,,,
0,0.018801379,1.1,240,203.97032,0.342446002,,,,,,,,,,,,,,,,,,,,,,,
0,0.018801379,1.1,270,256.92465,0.340820612,,,,,,,,,,,,,,,,,,,,,,,
0,0.018801379,1.1,300,316.07597,0.339622595,,,,,,,,,,,,,,,,,,,,,,,
0,0.018801379,1.2,30,3.9250327,0.386598189,,,,,,,,,,,,,,,,,,,,,,,
0,0.018801379,1.2,60,14.976269,0.368773901,,,,,,,,,,,,,,,,,,,,,,,
0,0.018801379,1.2,90,32.849313,0.359501178,,,,,,,,,,,,,,,,,,,,,,,
0,0.018801379,1.2,120,57.412555,0.353430014,,,,,,,,,,,,,,,,,,,,,,,
0,0.018801379,1.2,150,88.591087,0.349033054,,,,,,,,,,,,,,,,,,,,,,,
0,0.018801379,1.2,180,126.35495,0.345705505,,,,,,,,,,,,,,,,,,,,,,,
0,0.018801379,1.2,210,170.74768,0.343222118,,,,,,,,,,,,,,,,,,,,,,,
0,0.018801379,1.2,240,221.7559,0.341280713,,,,,,,,,,,,,,,,,,,,,,,
0,0.018801379,1.2,270,279.4289,0.339783932,,,,,,,,,,,,,,,,,,,,,,,
0,0.018801379,1.2,300,343.86111,0.338687834,,,,,,,,,,,,,,,,,,,,,,,
