# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (kg),Motor mass (kg),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (mm),CG location (mm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (m),Reference area (m²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
14.018,1618.951,38.762,-10.318,38.879,10.318,53.978,0.021,53.978,0.023,3.018,0.112,28.61,-80.599,9.787,0.254,3.425e-6,0.425,-0.006,2.632,0.793,0.812,0.003,1109.009,940.314,2.197,0.117,4.42e6,0,1.419,0.383,0.383,0.338,0.004,0.042,0.028,0.062,4.798e-4,0,0,0,0,9.029e-5,0.005,0.077,0.005,82.767,0.053,2.076,4.477,833.52,334.012,0.05,0.919
14.068,1620.876,38.246,-10.302,38.365,10.303,54.129,0.022,54.129,0.023,3.012,0.128,28.61,-80.599,9.787,0.375,3.561e-6,0.501,-0.004,2.632,0.793,0.812,0.003,1107.702,940.314,2.18,0.116,4.362e6,0,1.385,0.384,0.384,0.338,0.004,0.042,0.042,0.09,-2.885e-4,0,0,0,0,1.291e-4,0.005,0.077,0.005,82.744,0.053,2.113,4.464,833.325,334.004,0.05,0.92
14.118,1622.775,37.732,-10.289,37.851,10.289,54.279,0.022,54.279,0.023,3.005,0.133,28.61,-80.599,9.787,0.427,3.624e-6,0.606,-0.004,2.632,0.793,0.812,0.003,1107.135,940.314,2.172,0.114,4.304e6,0,1.351,0.385,0.385,0.339,0.004,0.042,0.048,0.104,-2.745e-4,0,0,0,0,1.935e-4,0.005,0.077,0.005,82.716,0.054,2.104,4.452,833.133,333.997,0.05,0.922
14.168,1624.649,37.217,-10.275,37.338,10.276,54.429,0.022,54.429,0.023,2.998,0.135,28.61,-80.599,9.787,0.459,3.524e-6,0.689,-0.003,2.632,0.793,0.812,0.003,1106.778,940.314,2.168,0.112,4.245e6,0,1.317,0.385,0.385,0.34,0.004,0.042,0.052,0.111,-4.351e-4,0,0,0,0,2.574e-4,0.005,0.077,0.005,82.684,0.053,2.083,4.44,832.944,333.989,0.05,0.923
14.218,1626.497,36.704,-10.26,36.826,10.261,54.579,0.022,54.579,0.023,2.991,0.157,28.61,-80.599,9.787,0.63,3.58e-6,0.823,-0.002,2.632,0.793,0.812,0.003,1105.021,940.314,2.145,0.111,4.188e6,0,1.285,0.386,0.386,0.341,0.004,0.042,0.072,0.154,7.516e-5,0,0,0,0,3.768e-4,0.005,0.077,0.005,82.646,0.053,2.157,4.428,832.756,333.982,0.05,0.926
14.268,1628.32,36.191,-10.247,36.314,10.248,54.728,0.022,54.728,0.023,2.983,0.161,28.61,-80.599,9.787,0.685,3.879e-6,0.96,-0.002,2.632,0.793,0.812,0.003,1104.45,940.314,2.137,0.109,4.13e6,0,1.252,0.387,0.387,0.341,0.003,0.042,0.078,0.167,1.067e-4,0,0,0,0,5.279e-4,0.005,0.077,0.005,82.602,0.053,2.157,4.416,832.572,333.975,0.05,0.928
14.318,1630.116,35.679,-10.233,35.803,10.234,54.877,0.022,54.877,0.023,2.975,0.176,28.61,-80.599,9.787,0.815,3.489e-6,1.113,-0.001,2.632,0.793,0.812,0.003,1103.151,940.314,2.12,0.108,4.073e6,0,1.221,0.387,0.388,0.342,0.003,0.042,0.094,0.199,-3.09e-4,0,0,0,0,7.295e-4,0.005,0.077,0.005,82.55,0.052,2.208,4.404,832.39,333.968,0.05,0.931
14.368,1631.888,35.168,-10.218,35.293,10.22,55.026,0.023,55.026,0.024,2.965,0.202,28.61,-80.599,9.787,1.019,3.55e-6,1.305,-7.997e-4,2.632,0.793,0.812,0.003,1101.184,940.314,2.095,0.106,4.017e6,0,1.191,0.388,0.389,0.343,0.003,0.042,0.12,0.25,3.853e-5,0,0,0,0,0.001,0.005,0.077,0.005,82.49,0.051,2.309,4.393,832.211,333.961,0.05,0.932
14.418,1633.633,34.658,-10.205,34.783,10.207,55.174,0.023,55.174,0.024,2.955,0.209,28.61,-80.599,9.787,1.105,3.196e-6,1.526,-4.778e-4,2.632,0.793,0.812,0.003,1100.365,940.314,2.084,0.105,3.959e6,0,1.16,0.389,0.39,0.344,0.003,0.042,0.131,0.271,4.554e-4,0,0,0,0,0.001,0.004,0.077,0.005,82.419,0.05,2.34,4.381,832.034,333.954,0.05,0.934
14.468,1635.353,34.148,-10.194,34.274,10.196,55.321,0.023,55.321,0.024,2.945,0.197,28.61,-80.599,9.787,1.054,3.409e-6,1.733,-4.88e-4,2.632,0.793,0.812,0.003,1100.819,940.314,2.09,0.103,3.901e6,0,1.128,0.39,0.391,0.345,0.003,0.042,0.124,0.257,-4.734e-4,0,0,0,0,0.002,0.004,0.077,0.005,82.337,0.049,2.291,4.37,831.86,333.947,0.05,0.935
14.518,1637.048,33.638,-10.182,33.766,10.184,55.468,0.023,55.468,0.024,2.935,0.195,28.61,-80.599,9.787,1.078,3.495e-6,1.927,1.573e-4,2.632,0.793,0.812,0.003,1100.576,940.314,2.087,0.102,3.843e6,0,1.098,0.39,0.392,0.345,0.003,0.042,0.127,0.263,1.639e-4,0,0,0,0,0.002,0.004,0.077,0.005,82.246,0.048,2.292,4.359,831.689,333.941,0.05,0.937
14.568,1638.717,33.129,-10.169,33.258,10.171,55.615,0.023,55.615,0.024,2.925,0.21,28.61,-80.599,9.787,1.224,3.613e-6,2.139,8.756e-4,2.632,0.793,0.812,0.003,1099.225,940.314,2.069,0.1,3.787e6,0,1.069,0.391,0.393,0.346,0.003,0.042,0.146,0.299,3.652e-4,0,0,0,0,0.003,0.004,0.077,0.005,82.144,0.046,2.369,4.348,831.52,333.934,0.05,0.938
14.618,1640.361,32.621,-10.158,32.751,10.16,55.761,0.023,55.761,0.024,2.914,0.209,28.61,-80.599,9.787,1.259,3.517e-6,2.371,0.001,2.632,0.793,0.812,0.003,1098.891,940.314,2.065,0.099,3.73e6,0,1.04,0.392,0.394,0.347,0.003,0.042,0.151,0.308,-2.159e-4,0,0,0,0,0.004,0.004,0.077,0.005,82.032,0.045,2.385,4.338,831.353,333.928,0.05,0.94
14.668,1641.979,32.114,-10.148,32.245,10.15,55.906,0.024,55.906,0.024,2.904,0.191,28.61,-80.599,9.787,1.163,3.575e-6,2.568,0.002,2.632,0.793,0.812,0.003,1099.746,940.314,2.076,0.097,3.672e6,0,1.009,0.393,0.394,0.348,0.003,0.042,0.138,0.282,4.563e-4,0,0,0,0,0.005,0.004,0.077,0.005,81.908,0.043,2.328,4.327,831.189,333.921,0.05,0.941
14.718,1643.572,31.606,-10.137,31.739,10.139,56.051,0.024,56.051,0.024,2.895,0.186,28.61,-80.599,9.787,1.163,3.466e-6,2.765,0.002,2.632,0.793,0.812,0.003,1099.73,940.314,2.076,0.096,3.615e6,0,0.98,0.394,0.395,0.349,0.003,0.042,0.138,0.282,2.812e-4,0,0,0,0,0.006,0.004,0.077,0.005,81.775,0.042,2.331,4.317,831.028,333.915,0.05,0.943
14.768,1645.14,31.1,-10.127,31.233,10.129,56.196,0.024,56.196,0.024,2.886,0.177,28.61,-80.599,9.787,1.127,4.382e-6,2.945,0.003,2.632,0.793,0.812,0.003,1100.045,940.314,2.08,0.094,3.558e6,0,0.951,0.394,0.396,0.35,0.003,0.042,0.134,0.271,1.059e-4,0,0,0,0,0.007,0.004,0.077,0.005,81.632,0.04,2.316,4.307,830.87,333.909,0.05,0.945
14.818,1646.682,30.594,-10.116,30.729,10.117,56.34,0.024,56.34,0.024,2.877,0.184,28.61,-80.599,9.787,1.226,3.763e-6,3.119,0.003,2.632,0.793,0.812,0.003,1099.124,940.314,2.068,0.093,3.502e6,0,0.924,0.395,0.397,0.351,0.003,0.042,0.147,0.295,-4.903e-4,0,0,0,0,0.008,0.004,0.077,0.005,81.48,0.038,2.378,4.297,830.713,333.903,0.05,0.946
14.868,1648.199,30.088,-10.104,30.225,10.106,56.483,0.024,56.483,0.025,2.867,0.194,28.61,-80.599,9.787,1.357,4.289e-6,3.327,0.004,2.632,0.793,0.812,0.003,1097.933,940.314,2.052,0.092,3.447e6,0,0.898,0.396,0.398,0.351,0.003,0.042,0.164,0.328,-3.637e-4,0,0,0,0,0.009,0.004,0.077,0.005,81.319,0.037,2.459,4.287,830.56,333.897,0.05,0.948
14.918,1649.691,29.583,-10.095,29.721,10.097,56.626,0.024,56.626,0.025,2.858,0.177,28.61,-80.599,9.787,1.247,4.294e-6,3.51,0.005,2.632,0.793,0.812,0.003,1098.912,940.314,2.065,0.09,3.389e6,0,0.87,0.397,0.399,0.352,0.003,0.042,0.149,0.298,-3.282e-4,0,0,0,0,0.01,0.004,0.077,0.005,81.148,0.036,2.411,4.277,830.409,333.891,0.05,0.95
14.968,1651.158,29.079,-10.088,29.218,10.089,56.769,0.025,56.769,0.025,2.85,0.151,28.61,-80.599,9.787,1.046,3.345e-6,3.676,0.006,2.632,0.793,0.812,0.003,1100.739,940.314,2.089,0.088,3.331e6,0,0.841,0.398,0.399,0.353,0.003,0.042,0.123,0.245,-1.844e-4,0,0,0,0,0.012,0.004,0.077,0.005,80.968,0.034,2.319,4.267,830.26,333.885,0.05,0.951
15.018,1652.599,28.575,-10.082,28.716,10.083,56.911,0.025,56.911,0.025,2.843,0.115,28.61,-80.599,9.787,0.708,2.963e-6,3.783,0.008,2.632,0.793,0.812,0.003,1103.976,940.314,2.131,0.087,3.271e6,0,0.812,0.399,0.4,0.354,0.003,0.042,0.081,0.16,-1.576e-4,0,0,0,0,0.013,0.004,0.077,0.005,80.782,0.033,2.158,4.258,830.115,333.879,0.05,0.952
15.068,1654.015,28.071,-10.075,28.214,10.075,57.053,0.025,57.053,0.025,2.838,0.094,28.61,-80.599,9.787,0.507,3.839e-6,3.854,0.013,2.632,0.793,0.812,0.003,1105.993,940.314,2.157,0.085,3.213e6,0,0.785,0.4,0.4,0.355,0.003,0.042,0.057,0.109,-3.972e-4,0,0,0,0,0.014,0.004,0.077,0.005,80.591,0.032,2.069,4.249,829.971,333.874,0.05,0.954
15.118,1655.406,27.567,-10.067,27.712,10.067,57.195,0.025,57.195,0.025,2.834,0.081,28.61,-80.599,9.787,0.377,3.246e-6,3.904,0.019,2.632,0.793,0.812,0.003,1107.328,940.314,2.175,0.084,3.155e6,0,0.759,0.401,0.401,0.357,0.003,0.042,0.042,0.077,5.965e-5,0,0,0,0,0.015,0.004,0.077,0.005,80.396,0.03,2.018,4.24,829.83,333.868,0.05,0.955
15.168,1656.772,27.064,-10.059,27.211,10.059,57.337,0.025,57.337,0.025,2.83,0.069,28.61,-80.599,9.787,0.236,3.6e-6,3.934,0.032,2.632,0.793,0.812,0.003,1108.808,940.314,2.194,0.082,3.098e6,0,0.733,0.402,0.402,0.358,0.003,0.042,0.026,0.041,-2.908e-4,0,0,0,0,0.016,0.003,0.077,0.005,80.2,0.029,1.96,4.231,829.692,333.863,0.05,0.957
15.218,1658.112,26.561,-10.052,26.711,10.052,57.478,0.025,57.478,0.025,2.827,0.053,28.61,-80.599,9.787,0.041,3.748e-6,3.941,0.197,2.632,0.793,0.812,0.003,1110.934,940.314,2.222,0.081,3.04e6,0,0.708,0.403,0.403,0.359,0.003,0.041,0.004,-0.007,4.827e-4,0,0,0,0,0.016,0.003,0.077,0.005,80.003,0.029,1.875,4.222,829.557,333.858,0.05,0.958
15.268,1659.428,26.059,-10.044,26.211,10.045,57.619,0.026,57.619,0.025,2.824,0.04,28.61,-80.599,9.787,0.129,3.137e-6,-3.924,0.067,2.632,0.793,0.812,0.003,1109.951,940.314,2.209,0.079,2.983e6,0,0.683,0.404,0.404,0.36,0.003,0.041,0.014,0.048,4.776e-4,0,0,0,0,-0.017,0.003,0.077,0.005,79.806,0.028,1.801,4.214,829.423,333.852,0.05,0.96
15.318,1660.718,25.557,-10.035,25.712,10.035,57.761,0.026,57.761,0.025,2.822,0.041,28.61,-80.599,9.787,0.111,3.406e-6,-3.908,0.084,2.632,0.793,0.812,0.003,1110.131,940.314,2.211,0.078,2.927e6,0,0.66,0.405,0.405,0.361,0.003,0.041,0.012,0.044,1.157e-4,0,0,0,0,-0.017,0.003,0.077,0.005,79.611,0.027,1.812,4.205,829.293,333.847,0.05,0.961
15.368,1661.984,25.055,-10.026,25.213,10.026,57.902,0.026,57.902,0.026,2.82,0.043,28.61,-80.599,9.787,0.069,3.631e-6,-3.884,0.142,2.632,0.793,0.812,0.003,1110.58,940.314,2.217,0.076,2.871e6,0,0.637,0.406,0.406,0.362,0.003,0.041,0.008,0.035,-4.242e-4,0,0,0,0,-0.018,0.003,0.077,0.005,79.416,0.027,1.83,4.197,829.165,333.842,0.05,0.963
15.418,1663.224,24.554,-10.016,24.715,10.016,58.043,0.026,58.043,0.026,2.818,0.049,28.61,-80.599,9.787,0.04,3.446e-6,3.874,0.258,2.632,0.793,0.812,0.003,1110.888,940.314,2.221,0.075,2.816e6,0,0.614,0.407,0.407,0.363,0.003,0.041,0.004,-0.008,-4.02e-4,0,0,0,0,0.018,0.003,0.077,0.005,79.222,0.026,1.874,4.189,829.039,333.837,0.05,0.964
15.468,1664.439,24.054,-10.007,24.218,10.007,58.183,0.026,58.183,0.026,2.816,0.051,28.61,-80.599,9.787,0.083,3.966e-6,3.875,0.134,2.632,0.793,0.812,0.003,1110.405,940.314,2.215,0.073,2.761e6,0,0.592,0.409,0.409,0.364,0.003,0.041,0.009,0.001,8.466e-6,0,0,0,0,0.019,0.003,0.077,0.005,79.028,0.026,1.884,4.181,828.916,333.833,0.05,0.966
15.518,1665.629,23.553,-9.999,23.721,9.999,58.324,0.026,58.324,0.026,2.813,0.05,28.61,-80.599,9.787,0.09,3.655e-6,3.883,0.131,2.632,0.793,0.812,0.003,1110.31,940.314,2.213,0.072,2.705e6,0,0.57,0.41,0.41,0.366,0.003,0.041,0.01,0.002,-4.391e-4,0,0,0,0,0.02,0.003,0.077,0.005,78.834,0.025,1.875,4.173,828.796,333.828,0.05,0.967
15.568,1666.794,23.054,-9.992,23.224,9.992,58.465,0.026,58.465,0.026,2.811,0.043,28.61,-80.599,9.787,0.013,3.516e-6,-3.76,0.928,2.632,0.793,0.812,0.003,1111.154,940.314,2.224,0.07,2.648e6,0,0.548,0.411,0.411,0.367,0.003,0.041,0.001,0.023,-5.597e-5,0,0,0,0,-0.02,0.003,0.077,0.005,78.64,0.025,1.816,4.166,828.678,333.823,0.05,0.968
15.618,1667.935,22.554,-9.983,22.728,9.983,58.605,0.027,58.605,0.026,2.808,0.047,28.61,-80.599,9.787,0.077,3.509e-6,3.869,0.167,2.632,0.793,0.812,0.003,1110.428,940.314,2.215,0.069,2.593e6,0,0.527,0.412,0.412,0.368,0.003,0.041,0.008,-0.003,5.077e-5,0,0,0,0,0.022,0.003,0.077,0.005,78.446,0.024,1.834,4.158,828.562,333.819,0.05,0.97
15.668,1669.05,22.055,-9.975,22.233,9.975,58.746,0.027,58.746,0.026,2.806,0.044,28.61,-80.599,9.787,0.043,4.042e-6,3.857,0.315,2.632,0.793,0.812,0.003,1110.803,940.314,2.22,0.067,2.537e6,0,0.506,0.414,0.414,0.37,0.003,0.041,0.005,-0.013,-1.412e-4,0,0,0,0,0.022,0.003,0.077,0.005,78.252,0.024,1.798,4.151,828.449,333.815,0.05,0.971
15.718,1670.14,21.557,-9.968,21.738,9.968,58.886,0.027,58.886,0.026,2.804,0.04,28.61,-80.599,9.787,0.021,3.294e-6,-3.804,0.681,2.632,0.793,0.812,0.003,1111.036,940.314,2.223,0.066,2.481e6,0,0.486,0.415,0.415,0.371,0.003,0.041,0.002,0.028,-4.815e-4,0,0,0,0,-0.023,0.003,0.077,0.005,78.059,0.024,1.747,4.144,828.339,333.81,0.05,0.972
15.768,1671.206,21.059,-9.96,21.244,9.96,59.026,0.027,59.026,0.026,2.802,0.04,28.61,-80.599,9.787,0.004,3.589e-6,1.592,3.507,2.632,0.793,0.812,0.003,1111.211,940.314,2.225,0.065,2.425e6,0,0.466,0.416,0.416,0.372,0.003,0.041,4.547e-4,-0.004,4.97e-4,0,0,0,0,0.004,0.003,0.077,0.005,77.866,0.024,1.726,4.137,828.231,333.806,0.05,0.974
15.818,1672.246,20.561,-9.951,20.751,9.951,59.166,0.027,59.166,0.026,2.8,0.049,28.61,-80.599,9.787,0.239,3.467e-6,3.854,0.064,2.632,0.793,0.812,0.003,1108.626,940.314,2.192,0.063,2.372e6,0,0.447,0.418,0.418,0.374,0.003,0.041,0.026,0.032,-1.244e-4,0,0,0,0,0.026,0.003,0.077,0.005,77.673,0.023,1.783,4.13,828.126,333.802,0.05,0.976
15.868,1673.262,20.063,-9.942,20.257,9.942,59.306,0.027,59.306,0.027,2.797,0.059,28.61,-80.599,9.787,0.493,3.586e-6,3.874,0.032,2.632,0.793,0.812,0.003,1105.947,940.314,2.157,0.062,2.318e6,0,0.429,0.419,0.419,0.375,0.003,0.041,0.055,0.093,1.478e-4,0,0,0,0,0.027,0.003,0.077,0.005,77.48,0.023,1.839,4.124,828.023,333.798,0.05,0.977
15.918,1674.252,19.567,-9.933,19.765,9.933,59.446,0.028,59.446,0.027,2.794,0.068,28.61,-80.599,9.787,0.758,3.734e-6,3.906,0.022,2.632,0.793,0.812,0.003,1103.269,940.314,2.122,0.06,2.265e6,0,0.411,0.421,0.421,0.377,0.003,0.041,0.087,0.156,1.165e-4,0,0,0,0,0.029,0.003,0.077,0.005,77.286,0.023,1.894,4.117,827.923,333.794,0.05,0.979
15.968,1675.218,19.07,-9.923,19.273,9.923,59.585,0.028,59.585,0.027,2.79,0.08,28.61,-80.599,9.787,1.092,3.555e-6,3.957,0.015,2.632,0.793,0.812,0.003,1100.085,940.314,2.08,0.059,2.212e6,0,0.394,0.422,0.423,0.378,0.003,0.041,0.129,0.237,-2.623e-4,0,0,0,0,0.031,0.002,0.077,0.005,77.089,0.023,1.965,4.111,827.825,333.79,0.05,0.98
16.018,1676.159,18.574,-9.914,18.782,9.915,59.725,0.028,59.725,0.027,2.786,0.091,28.61,-80.599,9.787,1.4,3.498e-6,4.027,0.012,2.632,0.793,0.812,0.003,1097.295,940.314,2.044,0.057,2.159e6,0,0.378,0.424,0.426,0.38,0.003,0.041,0.17,0.313,7.231e-6,0,0,0,0,0.034,0.002,0.077,0.005,76.89,0.023,2.021,4.105,827.73,333.787,0.05,0.982
16.068,1677.076,18.079,-9.908,18.291,9.908,59.864,0.028,59.864,0.027,2.781,0.088,28.61,-80.599,9.787,1.435,3.255e-6,4.105,0.012,2.632,0.793,0.812,0.003,1096.977,940.314,2.04,0.056,2.104e6,0,0.36,0.425,0.428,0.381,0.003,0.041,0.174,0.319,2.405e-4,0,0,0,0,0.037,0.002,0.077,0.005,76.687,0.023,1.978,4.099,827.637,333.783,0.05,0.984
16.118,1677.967,17.583,-9.902,17.801,9.902,60.003,0.028,60.003,0.027,2.777,0.084,28.61,-80.599,9.787,1.429,3.638e-6,4.166,0.013,2.632,0.793,0.812,0.003,1097.023,940.314,2.04,0.055,2.048e6,0,0.343,0.427,0.429,0.383,0.003,0.041,0.173,0.314,3.406e-4,0,0,0,0,0.04,0.002,0.077,0.005,76.48,0.023,1.917,4.093,827.547,333.779,0.05,0.986
16.168,1678.834,17.089,-9.894,17.312,9.894,60.142,0.028,60.142,0.027,2.773,0.09,28.61,-80.599,9.787,1.682,3.422e-6,4.246,0.011,2.632,0.793,0.812,0.003,1094.839,940.314,2.012,0.053,1.995e6,0,0.327,0.429,0.432,0.385,0.002,0.041,0.208,0.376,-9.673e-5,0,0,0,0,0.044,0.002,0.077,0.005,76.269,0.023,1.938,4.088,827.459,333.776,0.05,0.988
16.218,1679.676,16.594,-9.886,16.823,9.887,60.28,0.029,60.28,0.027,2.768,0.096,28.61,-80.599,9.787,1.945,3.5e-6,4.318,0.009,2.632,0.793,0.812,0.003,1092.669,940.314,1.984,0.052,1.941e6,0,0.312,0.43,0.435,0.387,0.002,0.041,0.246,0.44,2.577e-4,0,0,0,0,0.048,0.002,0.077,0.005,76.055,0.023,1.955,4.082,827.374,333.773,0.05,0.991
16.268,1680.494,16.1,-9.876,16.335,9.876,60.418,0.029,60.418,0.027,2.763,0.117,28.61,-80.599,9.787,2.618,3.257e-6,4.422,0.007,2.632,0.793,0.812,0.003,1087.524,940.314,1.917,0.05,1.892e6,0,0.3,0.432,0.44,0.388,0.002,0.041,0.348,0.614,-2.12e-4,0,0,0,0,0.053,0.002,0.077,0.005,75.837,0.023,2.092,4.077,827.291,333.769,0.05,0.994
16.318,1681.286,15.606,-9.868,15.848,9.869,60.556,0.029,60.556,0.027,2.757,0.127,28.61,-80.599,9.787,3.013,3.508e-6,4.545,0.006,2.632,0.793,0.812,0.003,1084.735,940.314,1.88,0.049,1.84e6,0,0.286,0.434,0.445,0.39,0.002,0.041,0.412,0.716,1.361e-4,0,0,0,0,0.059,0.002,0.077,0.005,75.613,0.023,2.134,4.072,827.211,333.766,0.05,0.996
16.368,1682.054,15.113,-9.861,15.361,9.862,60.694,0.029,60.694,0.028,2.75,0.127,28.61,-80.599,9.787,3.21,3.673e-6,4.667,0.006,2.632,0.793,0.812,0.003,1083.405,940.314,1.863,0.048,1.786e6,0,0.272,0.436,0.448,0.392,0.002,0.041,0.445,0.763,1.309e-4,0,0,0,0,0.066,0.002,0.077,0.005,75.383,0.024,2.11,4.067,827.133,333.763,0.05,0.999
16.418,1682.798,14.62,-9.853,14.876,9.854,60.831,0.029,60.831,0.028,2.744,0.137,28.61,-80.599,9.787,3.663,3.57e-6,4.796,0.005,2.632,0.793,0.812,0.003,1080.484,940.314,1.825,0.046,1.734e6,0,0.259,0.438,0.453,0.394,0.002,0.041,0.524,0.882,-4.56e-4,0,0,0,0,0.074,0.002,0.077,0.005,75.146,0.024,2.153,4.062,827.058,333.76,0.05,1.001
16.468,1683.516,14.128,-9.846,14.391,9.847,60.969,0.029,60.969,0.028,2.737,0.145,28.61,-80.599,9.787,4.099,3.57e-6,4.943,0.004,2.632,0.793,0.812,0.003,1077.852,940.314,1.791,0.045,1.683e6,0,0.247,0.44,0.459,0.396,0.002,0.041,0.603,0.997,1.717e-5,0,0,0,0,0.084,0.002,0.077,0.005,74.903,0.024,2.182,4.057,826.985,333.758,0.05,1.003
16.518,1684.21,13.636,-9.84,13.906,9.841,61.105,0.03,61.105,0.028,2.729,0.146,28.61,-80.599,9.787,4.354,3.502e-6,5.082,0.004,2.632,0.793,0.812,0.003,1076.38,940.314,1.772,0.043,1.629e6,0,0.234,0.442,0.464,0.398,0.002,0.041,0.651,1.06,-2.388e-4,0,0,0,0,0.094,0.002,0.077,0.005,74.652,0.025,2.153,4.053,826.915,333.755,0.05,1.004
16.568,1684.88,13.144,-9.832,13.423,9.834,61.241,0.03,61.241,0.028,2.722,0.156,28.61,-80.599,9.787,4.894,3.464e-6,5.236,0.003,2.632,0.793,0.812,0.003,1073.438,940.314,1.733,0.042,1.578e6,0,0.223,0.444,0.471,0.401,0.002,0.041,0.758,1.206,-1.276e-4,0,0,0,0,0.106,0.002,0.077,0.005,74.394,0.025,2.192,4.048,826.847,333.752,0.05,1.007
16.618,1685.525,12.652,-9.827,12.94,9.828,61.377,0.03,61.377,0.028,2.714,0.154,28.61,-80.599,9.787,5.151,3.652e-6,5.392,0.003,2.632,0.793,0.812,0.003,1072.107,940.314,1.716,0.041,1.524e6,0,0.21,0.447,0.476,0.403,0.002,0.041,0.81,1.269,3.659e-4,0,0,0,0,0.121,0.002,0.077,0.005,74.128,0.025,2.148,4.044,826.782,333.75,0.05,1.009
16.668,1686.145,12.161,-9.823,12.459,9.824,61.513,0.03,61.513,0.028,2.707,0.147,28.61,-80.599,9.787,5.262,3.539e-6,5.536,0.003,2.632,0.793,0.812,0.003,1071.542,940.314,1.709,0.039,1.469e6,0,0.197,0.449,0.48,0.406,0.002,0.041,0.833,1.286,2.708e-4,0,0,0,0,0.137,0.002,0.077,0.005,73.855,0.026,2.061,4.04,826.719,333.747,0.05,1.011
16.718,1686.741,11.67,-9.817,11.978,9.818,61.648,0.03,61.648,0.028,2.699,0.153,28.61,-80.599,9.787,5.782,3.341e-6,5.679,0.003,2.632,0.793,0.812,0.003,1069.026,940.314,1.676,0.038,1.417e6,0,0.187,0.452,0.489,0.409,0.002,0.041,0.944,1.427,3.888e-4,0,0,0,0,0.155,0.002,0.077,0.005,73.575,0.026,2.065,4.036,826.659,333.745,0.05,1.013
16.768,1687.312,11.18,-9.809,11.499,9.81,61.783,0.03,61.783,0.028,2.691,0.166,28.61,-80.599,9.787,6.563,3.475e-6,5.836,0.002,2.632,0.793,0.812,0.003,1065.543,940.314,1.631,0.036,1.368e6,0,0.178,0.455,0.5,0.411,0.002,0.041,1.121,1.652,-4.408e-4,0,0,0,0,0.176,0.001,0.077,0.005,73.287,0.026,2.118,4.032,826.601,333.743,0.05,1.015
16.818,1687.859,10.689,-9.803,11.021,9.805,61.917,0.031,61.917,0.028,2.683,0.168,28.61,-80.599,9.787,7.031,3.634e-6,5.996,0.002,2.632,0.793,0.812,0.003,1063.612,940.314,1.605,0.035,1.316e6,0,0.168,0.458,0.509,0.415,0.002,0.041,1.232,1.777,-4.672e-4,0,0,0,0,0.201,0.001,0.077,0.005,72.991,0.027,2.085,4.029,826.546,333.74,0.05,1.017
16.868,1688.381,10.199,-9.798,10.544,9.8,62.051,0.031,62.051,0.028,2.674,0.167,28.61,-80.599,9.787,7.489,3.734e-6,6.15,0.002,2.632,0.793,0.812,0.003,1061.822,940.314,1.582,0.034,1.263e6,0,0.157,0.461,0.518,0.418,0.002,0.041,1.345,1.899,-2.021e-4,0,0,0,0,0.229,0.001,0.077,0.005,72.687,0.027,2.039,4.026,826.493,333.738,0.05,1.018
16.918,1688.879,9.71,-9.788,10.069,9.79,62.185,0.031,62.185,0.029,2.666,0.188,28.61,-80.599,9.787,8.691,3.514e-6,6.311,0.001,2.632,0.793,0.812,0.003,1057.564,940.314,1.527,0.032,1.218e6,0,0.151,0.464,0.536,0.421,0.002,0.041,1.66,2.274,-4.041e-5,0,0,0,0,0.26,0.001,0.077,0.005,72.376,0.027,2.136,4.022,826.442,333.736,0.05,1.02
16.968,1689.352,9.22,-9.776,9.595,9.779,62.318,0.031,62.318,0.029,2.655,0.217,28.61,-80.599,9.787,10.174,3.501e-6,6.504,5.912e-4,2.632,0.793,0.812,0.003,1053.042,940.314,1.468,0.031,1.175e6,0,0.147,0.467,0.558,0.424,0.002,0.041,2.085,2.764,-4.823e-4,0,0,0,0,0.296,0.001,0.077,0.005,72.056,0.028,2.272,4.019,826.395,333.735,0.05,1.021
17.018,1689.801,8.732,-9.769,9.123,9.772,62.45,0.031,62.45,0.029,2.644,0.224,28.61,-80.599,9.787,11.109,3.642e-6,6.7,4.38e-4,2.632,0.793,0.812,0.003,1050.541,940.314,1.435,0.03,1.127e6,0,0.138,0.471,0.573,0.427,0.002,0.041,2.373,3.064,1.422e-4,0,0,0,0,0.342,0.001,0.077,0.005,71.726,0.028,2.272,4.016,826.349,333.733,0.05,1.023
