# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (kg),Motor mass (kg),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (mm),CG location (mm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (m),Reference area (m²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
6.618,1020.328,128.941,-15.309,129.011,15.313,28.167,0.004,28.167,0.008,4.231,0.38,28.61,-80.6,9.789,0.051,3.453e-6,-0.01,0.007,2.632,0.793,0.812,0.003,1118.986,940.314,2.326,0.384,1.531e7,0,14.556,0.34,0.34,0.278,0.014,0.048,0.006,0.013,-1.71e-4,0,0,0,0,0,0.017,0.077,0.005,87.186,-0.022,2.225,8.368,896.583,336.37,0.05,0.602
6.668,1026.756,128.178,-15.243,128.247,15.247,28.379,0.004,28.379,0.008,4.213,0.343,28.61,-80.6,9.789,0.033,3.952e-6,0.105,0.008,2.632,0.793,0.812,0.003,1119.098,940.314,2.328,0.382,1.522e7,0,14.378,0.34,0.34,0.278,0.014,0.048,0.004,0.008,7.538e-5,0,0,0,0,5.144e-7,0.016,0.077,0.005,87.183,-0.023,2.166,8.326,895.9,336.345,0.05,0.604
6.718,1033.146,127.417,-15.177,127.486,15.18,28.589,0.004,28.589,0.008,4.196,0.332,28.61,-80.6,9.789,0.029,3.619e-6,0.166,0.003,2.632,0.793,0.812,0.003,1119.049,940.314,2.327,0.379,1.512e7,0,14.202,0.34,0.34,0.278,0.014,0.048,0.003,0.007,9.183e-5,0,0,0,0,1.294e-6,0.016,0.077,0.005,87.176,-0.021,2.151,8.285,895.22,336.319,0.05,0.606
6.768,1039.497,126.66,-15.11,126.729,15.114,28.798,0.004,28.798,0.009,4.179,0.34,28.61,-80.6,9.789,0.035,4.216e-6,0.284,0.003,2.632,0.793,0.812,0.003,1118.877,940.314,2.325,0.377,1.502e7,0,14.029,0.34,0.34,0.279,0.014,0.048,0.004,0.009,-2.398e-4,0,0,0,0,3.849e-6,0.016,0.077,0.005,87.165,-0.014,2.171,8.243,894.544,336.294,0.05,0.608
6.818,1045.812,125.906,-15.047,125.975,15.05,29.007,0.004,29.007,0.009,4.163,0.298,28.61,-80.6,9.789,0.012,3.23e-6,0.348,0.012,2.632,0.793,0.812,0.003,1119.048,940.314,2.327,0.375,1.492e7,0,13.857,0.34,0.34,0.279,0.014,0.047,0.001,0.003,-4.191e-4,0,0,0,0,5.824e-6,0.016,0.077,0.005,87.149,-0.004,2.133,8.202,893.873,336.269,0.05,0.61
6.868,1052.088,125.155,-14.984,125.224,14.987,29.214,0.004,29.214,0.009,4.149,0.262,28.61,-80.6,9.789,0.009,4.4e-6,-0.332,0.014,2.632,0.793,0.812,0.003,1118.989,940.314,2.327,0.373,1.483e7,0,13.688,0.34,0.34,0.279,0.014,0.047,9.314e-4,0.002,2.656e-5,0,0,0,0,-5.361e-6,0.016,0.077,0.005,87.132,0.006,2.102,8.161,893.205,336.245,0.05,0.613
6.918,1058.327,124.408,-14.92,124.476,14.923,29.422,0.004,29.422,0.009,4.136,0.269,28.61,-80.6,9.789,0.004,3.689e-6,-0.325,-0.015,2.632,0.793,0.812,0.003,1118.952,940.314,2.326,0.37,1.473e7,0,13.521,0.34,0.34,0.28,0.013,0.047,3.85e-4,4.633e-4,-8.371e-5,0,0,0,0,-5.198e-6,0.016,0.077,0.005,87.115,0.016,2.125,8.121,892.541,336.22,0.05,0.617
6.968,1064.529,123.663,-14.857,123.732,14.859,29.628,0.005,29.628,0.009,4.122,0.287,28.61,-80.6,9.789,0.009,3.507e-6,0.323,-0.042,2.632,0.793,0.812,0.003,1118.791,940.314,2.324,0.368,1.464e7,0,13.356,0.34,0.34,0.28,0.013,0.047,9.925e-4,0.002,-3.415e-4,0,0,0,0,5.215e-6,0.016,0.077,0.005,87.099,0.026,2.163,8.081,891.882,336.196,0.05,0.62
7.018,1070.694,122.922,-14.795,122.991,14.797,29.834,0.005,29.834,0.009,4.108,0.281,28.61,-80.6,9.789,0.006,3.464e-6,0.37,-0.082,2.632,0.793,0.812,0.003,1118.728,940.314,2.323,0.366,1.454e7,0,13.192,0.341,0.341,0.28,0.013,0.047,6.975e-4,0.002,4.59e-4,0,0,0,0,6.93e-6,0.016,0.077,0.005,87.082,0.035,2.173,8.04,891.226,336.171,0.05,0.623
7.068,1076.821,122.184,-14.734,122.252,14.737,30.039,0.005,30.039,0.009,4.095,0.253,28.61,-80.6,9.789,0.01,2.676e-6,-0.33,-0.038,2.632,0.793,0.812,0.003,1118.59,940.314,2.321,0.364,1.445e7,0,13.03,0.341,0.341,0.28,0.013,0.047,0.001,0.002,-1.567e-4,0,0,0,0,-5.561e-6,0.016,0.077,0.005,87.064,0.042,2.149,8.001,890.574,336.147,0.05,0.626
7.118,1082.912,121.449,-14.673,121.517,14.676,30.243,0.005,30.243,0.009,4.082,0.26,28.61,-80.6,9.789,0.005,3.156e-6,-0.33,-0.112,2.632,0.793,0.812,0.003,1118.561,940.314,2.321,0.362,1.436e7,0,12.871,0.341,0.341,0.281,0.013,0.047,5.257e-4,8.474e-4,8.969e-5,0,0,0,0,-5.622e-6,0.016,0.077,0.005,87.047,0.046,2.175,7.961,889.926,336.123,0.05,0.629
7.168,1088.966,120.716,-14.614,120.785,14.616,30.447,0.005,30.447,0.009,4.069,0.237,28.61,-80.6,9.789,0.019,3.929e-6,-0.303,-0.028,2.632,0.793,0.812,0.003,1118.308,940.314,2.318,0.36,1.426e7,0,12.712,0.341,0.341,0.281,0.013,0.047,0.002,0.005,4.211e-4,0,0,0,0,-4.797e-6,0.015,0.077,0.005,87.031,0.047,2.153,7.922,889.282,336.099,0.05,0.632
7.218,1094.984,119.987,-14.556,120.056,14.558,30.65,0.005,30.65,0.009,4.058,0.206,28.61,-80.6,9.789,0.038,4.342e-6,-0.263,-0.019,2.632,0.793,0.812,0.003,1117.991,940.314,2.314,0.357,1.417e7,0,12.556,0.341,0.341,0.281,0.013,0.047,0.004,0.01,5.381e-5,0,0,0,0,-3.677e-6,0.015,0.077,0.005,87.016,0.045,2.117,7.883,888.642,336.076,0.05,0.634
7.268,1100.965,119.261,-14.501,119.329,14.501,30.853,0.005,30.853,0.009,4.049,0.137,28.61,-80.6,9.789,0.082,3.553e-6,-0.088,-0.008,2.632,0.793,0.812,0.003,1117.389,940.314,2.306,0.355,1.408e7,0,12.4,0.341,0.341,0.282,0.013,0.047,0.009,0.021,4.501e-4,0,0,0,0,-4.182e-7,0.015,0.077,0.005,87.007,0.039,2.012,7.844,888.006,336.052,0.05,0.636
7.318,1106.91,118.537,-14.44,118.606,14.441,31.055,0.005,31.055,0.009,4.043,0.183,28.61,-80.6,9.789,0.05,3.604e-6,0.143,-0.006,2.632,0.793,0.812,0.003,1117.67,940.314,2.309,0.353,1.399e7,0,12.248,0.341,0.341,0.282,0.012,0.047,0.006,0.013,3.728e-4,0,0,0,0,1.117e-6,0.015,0.077,0.005,87.009,0.032,2.046,7.805,887.374,336.029,0.05,0.638
7.368,1112.819,117.817,-14.376,117.886,14.38,31.257,0.005,31.257,0.01,4.03,0.316,28.61,-80.6,9.789,0.042,3.94e-6,-0.093,0.005,2.632,0.793,0.812,0.003,1117.68,940.314,2.309,0.351,1.39e7,0,12.098,0.341,0.341,0.282,0.012,0.047,0.005,0.011,-4.109e-4,0,0,0,0,-4.72e-7,0.015,0.077,0.005,87.015,0.025,2.203,7.767,886.745,336.006,0.05,0.641
7.418,1118.692,117.099,-14.319,117.168,14.323,31.458,0.005,31.458,0.01,4.013,0.324,28.61,-80.6,9.789,0.05,3.666e-6,0.036,0.011,2.632,0.793,0.812,0.003,1117.502,940.314,2.307,0.349,1.38e7,0,11.949,0.341,0.341,0.283,0.012,0.047,0.005,0.012,3.219e-4,0,0,0,0,7.281e-8,0.015,0.077,0.005,87.018,0.016,2.191,7.729,886.12,335.982,0.05,0.643
7.468,1124.529,116.385,-14.265,116.453,14.268,31.658,0.005,31.658,0.01,3.998,0.268,28.61,-80.6,9.789,0.013,3.535e-6,0.097,0.007,2.632,0.793,0.812,0.003,1117.838,940.314,2.312,0.347,1.371e7,0,11.8,0.341,0.341,0.283,0.012,0.047,0.001,0.003,-2.044e-4,0,0,0,0,5.276e-7,0.015,0.077,0.005,87.014,0.009,2.099,7.691,885.499,335.959,0.05,0.645
7.518,1130.33,115.673,-14.211,115.741,14.213,31.858,0.005,31.858,0.01,3.986,0.23,28.61,-80.6,9.789,0.011,3.767e-6,-0.09,7.056e-4,2.632,0.793,0.812,0.003,1117.776,940.314,2.311,0.345,1.362e7,0,11.653,0.342,0.342,0.283,0.012,0.047,0.001,0.003,4.746e-4,0,0,0,0,-4.643e-7,0.015,0.077,0.005,87.009,0.003,2.034,7.653,884.882,335.937,0.05,0.647
7.568,1136.096,114.964,-14.157,115.032,14.159,32.057,0.006,32.057,0.01,3.975,0.206,28.61,-80.6,9.789,0.026,3.585e-6,-0.057,-8.523e-4,2.632,0.793,0.812,0.003,1117.518,940.314,2.307,0.343,1.353e7,0,11.508,0.342,0.342,0.283,0.012,0.046,0.003,0.007,-1.587e-4,0,0,0,0,-1.908e-7,0.015,0.077,0.005,87.005,-0.003,1.986,7.615,884.269,335.914,0.05,0.65
7.618,1141.826,114.257,-14.103,114.326,14.105,32.256,0.006,32.256,0.01,3.965,0.199,28.61,-80.6,9.789,0.03,3.644e-6,0.039,-0.005,2.632,0.793,0.812,0.003,1117.392,940.314,2.306,0.341,1.344e7,0,11.365,0.342,0.342,0.284,0.012,0.046,0.003,0.007,-1.871e-4,0,0,0,0,8.848e-8,0.015,0.077,0.005,87.005,-0.007,1.952,7.578,883.659,335.891,0.05,0.653
7.668,1147.522,113.553,-14.048,113.622,14.05,32.454,0.006,32.454,0.01,3.954,0.232,28.61,-80.6,9.789,0.004,3.613e-6,0.054,-0.025,2.632,0.793,0.812,0.003,1117.612,940.314,2.309,0.339,1.336e7,0,11.224,0.342,0.342,0.284,0.012,0.046,4.267e-4,0.001,1.428e-4,0,0,0,0,1.701e-7,0.015,0.077,0.005,87.008,-0.01,1.975,7.541,883.054,335.869,0.05,0.655
7.718,1153.182,112.852,-13.993,112.921,13.995,32.651,0.006,32.651,0.01,3.942,0.27,28.61,-80.6,9.789,0.027,3.791e-6,-0.053,-0.007,2.632,0.793,0.812,0.003,1117.263,940.314,2.304,0.336,1.327e7,0,11.084,0.342,0.342,0.284,0.011,0.046,0.003,0.006,4.049e-4,0,0,0,0,-1.687e-7,0.014,0.077,0.005,87.011,-0.01,2.005,7.504,882.452,335.847,0.05,0.66
7.768,1158.807,112.154,-13.937,112.223,13.941,32.848,0.006,32.848,0.01,3.927,0.327,28.61,-80.6,9.789,0.072,3.609e-6,0.066,-0.004,2.632,0.793,0.812,0.003,1116.66,940.314,2.296,0.334,1.318e7,0,10.947,0.342,0.342,0.285,0.011,0.046,0.008,0.018,4.096e-4,0,0,0,0,2.651e-7,0.014,0.077,0.005,87.011,-0.006,2.072,7.468,881.853,335.824,0.05,0.665
7.818,1164.397,111.458,-13.883,111.527,13.888,33.044,0.006,33.044,0.01,3.91,0.37,28.61,-80.6,9.789,0.107,3.391e-6,0.258,-0.004,2.632,0.793,0.812,0.003,1116.184,940.314,2.29,0.332,1.309e7,0,10.811,0.342,0.342,0.285,0.011,0.046,0.012,0.027,1.474e-4,0,0,0,0,4.073e-6,0.014,0.077,0.005,87.003,8.7e-4,2.135,7.431,881.259,335.802,0.05,0.668
7.868,1169.953,110.766,-13.831,110.834,13.837,33.239,0.006,33.239,0.011,3.89,0.385,28.61,-80.6,9.789,0.121,3.844e-6,0.514,-0.006,2.632,0.793,0.812,0.003,1115.949,940.314,2.287,0.33,1.301e7,0,10.676,0.342,0.342,0.285,0.011,0.046,0.013,0.031,-3.914e-4,0,0,0,0,1.64e-5,0.014,0.077,0.005,86.984,0.008,2.18,7.395,880.668,335.78,0.05,0.67
7.918,1175.474,110.075,-13.783,110.143,13.787,33.433,0.006,33.433,0.011,3.872,0.336,28.61,-80.6,9.789,0.085,4.484e-6,0.759,-0.008,2.632,0.793,0.812,0.003,1116.278,940.314,2.291,0.328,1.292e7,0,10.541,0.343,0.343,0.286,0.011,0.046,0.009,0.021,7.677e-5,0,0,0,0,3.629e-5,0.014,0.077,0.005,86.952,0.016,2.154,7.359,880.08,335.759,0.05,0.672
7.968,1180.96,109.387,-13.737,109.455,13.739,33.626,0.006,33.626,0.011,3.858,0.243,28.61,-80.6,9.789,0.013,4.462e-6,0.834,-0.035,2.632,0.793,0.812,0.003,1117.029,940.314,2.301,0.326,1.283e7,0,10.408,0.343,0.343,0.286,0.011,0.046,0.001,0.003,-2.561e-4,0,0,0,0,4.438e-5,0.014,0.077,0.005,86.911,0.023,2.068,7.324,879.497,335.737,0.05,0.675
8.018,1186.413,108.702,-13.689,108.77,13.691,33.819,0.006,33.819,0.011,3.847,0.202,28.61,-80.6,9.789,0.02,4.099e-6,-0.813,-0.025,2.632,0.793,0.812,0.003,1116.868,940.314,2.299,0.324,1.275e7,0,10.277,0.343,0.343,0.286,0.011,0.046,0.002,0.005,-2.557e-4,0,0,0,0,-4.264e-5,0.014,0.077,0.005,86.869,0.03,2.059,7.288,878.917,335.716,0.05,0.678
8.068,1191.831,108.018,-13.641,108.087,13.642,34.011,0.006,34.011,0.011,3.837,0.183,28.61,-80.6,9.789,0.036,4.773e-6,-0.776,-0.021,2.632,0.793,0.812,0.003,1116.609,940.314,2.296,0.322,1.266e7,0,10.148,0.343,0.343,0.287,0.011,0.046,0.004,0.009,-4.545e-5,0,0,0,0,-3.938e-5,0.014,0.077,0.005,86.829,0.035,2.079,7.253,878.34,335.694,0.05,0.68
8.118,1197.215,107.338,-13.593,107.406,13.594,34.202,0.007,34.202,0.011,3.829,0.166,28.61,-80.6,9.789,0.05,4.413e-6,-0.66,-0.015,2.632,0.793,0.812,0.003,1116.372,940.314,2.292,0.32,1.258e7,0,10.02,0.343,0.343,0.287,0.011,0.046,0.005,0.012,1.593e-4,0,0,0,0,-2.88e-5,0.014,0.077,0.005,86.793,0.036,2.09,7.218,877.768,335.673,0.05,0.682
8.168,1202.564,106.659,-13.545,106.727,13.546,34.393,0.007,34.393,0.011,3.82,0.17,28.61,-80.6,9.788,0.047,3.864e-6,-0.602,-0.014,2.632,0.793,0.812,0.003,1116.334,940.314,2.292,0.318,1.249e7,0,9.893,0.343,0.343,0.287,0.011,0.046,0.005,0.012,4.272e-4,0,0,0,0,-2.426e-5,0.014,0.077,0.005,86.762,0.036,2.128,7.183,877.199,335.652,0.05,0.684
8.218,1207.88,105.983,-13.499,106.052,13.5,34.584,0.007,34.584,0.011,3.812,0.132,28.61,-80.6,9.788,0.079,3.004e-6,-0.463,-0.006,2.632,0.793,0.812,0.003,1115.898,940.314,2.286,0.316,1.241e7,0,9.767,0.344,0.344,0.287,0.01,0.046,0.009,0.02,-2.019e-4,0,0,0,0,-1.456e-5,0.014,0.077,0.005,86.735,0.035,2.087,7.149,876.633,335.631,0.05,0.686
8.268,1213.163,105.309,-13.452,105.378,13.453,34.775,0.007,34.775,0.011,3.806,0.129,28.61,-80.6,9.788,0.081,3.856e-6,-0.3,-0.006,2.632,0.793,0.812,0.003,1115.8,940.314,2.285,0.314,1.232e7,0,9.643,0.344,0.344,0.288,0.01,0.046,0.009,0.02,-3.736e-4,0,0,0,0,-6.199e-6,0.013,0.077,0.005,86.716,0.032,2.088,7.114,876.071,335.61,0.05,0.688
8.318,1218.411,104.638,-13.404,104.707,13.405,34.965,0.007,34.965,0.011,3.799,0.149,28.61,-80.6,9.788,0.063,3.853e-6,-0.18,-0.008,2.632,0.793,0.812,0.003,1115.933,940.314,2.287,0.312,1.224e7,0,9.521,0.344,0.344,0.288,0.01,0.046,0.007,0.016,1.797e-4,0,0,0,0,-2.257e-6,0.013,0.077,0.005,86.704,0.029,2.113,7.08,875.513,335.59,0.05,0.69
8.368,1223.627,103.969,-13.36,104.038,13.36,35.155,0.007,35.155,0.011,3.792,0.122,28.61,-80.6,9.788,0.085,3.652e-6,-0.062,-0.005,2.632,0.793,0.812,0.003,1115.603,940.314,2.282,0.31,1.216e7,0,9.399,0.344,0.344,0.288,0.01,0.045,0.009,0.021,3.405e-4,0,0,0,0,-2.7e-7,0.013,0.077,0.005,86.698,0.025,2.052,7.046,874.958,335.569,0.05,0.692
8.418,1228.808,103.302,-13.316,103.371,13.316,35.344,0.007,35.344,0.011,3.787,0.078,28.61,-80.6,9.788,0.123,3.918e-6,0.154,-0.003,2.632,0.793,0.812,0.003,1115.108,940.314,2.276,0.308,1.207e7,0,9.278,0.344,0.344,0.289,0.01,0.045,0.013,0.031,-4.928e-4,0,0,0,0,1.699e-6,0.013,0.077,0.005,86.7,0.02,1.946,7.013,874.407,335.549,0.05,0.694
8.468,1233.957,102.637,-13.269,102.707,13.27,35.533,0.007,35.533,0.012,3.783,0.104,28.61,-80.6,9.788,0.099,4.262e-6,0.366,-0.002,2.632,0.793,0.812,0.003,1115.31,940.314,2.279,0.306,1.199e7,0,9.158,0.344,0.344,0.289,0.01,0.045,0.011,0.024,4.423e-5,0,0,0,0,9.701e-6,0.013,0.077,0.005,86.713,0.017,1.934,6.979,873.859,335.528,0.05,0.696
8.518,1239.072,101.975,-13.221,102.045,13.222,35.722,0.007,35.722,0.012,3.776,0.16,28.61,-80.6,9.788,0.045,3.145e-6,0.478,-0.003,2.632,0.793,0.812,0.003,1115.851,940.314,2.286,0.304,1.191e7,0,9.041,0.344,0.344,0.289,0.01,0.045,0.005,0.011,-1.235e-4,0,0,0,0,1.678e-5,0.013,0.077,0.005,86.735,0.015,1.962,6.946,873.315,335.508,0.05,0.698
8.568,1244.154,101.315,-13.176,101.385,13.177,35.911,0.007,35.911,0.012,3.768,0.167,28.61,-80.6,9.788,0.035,3.345e-6,0.535,-0.006,2.632,0.793,0.812,0.003,1115.902,940.314,2.286,0.302,1.183e7,0,8.924,0.345,0.345,0.29,0.01,0.045,0.004,0.008,7.792e-5,0,0,0,0,2.125e-5,0.013,0.077,0.005,86.76,0.014,1.906,6.913,872.775,335.488,0.05,0.7
8.618,1249.204,100.657,-13.133,100.727,13.134,36.099,0.007,36.099,0.012,3.76,0.152,28.61,-80.6,9.788,0.045,3.702e-6,0.625,1.349e-4,2.632,0.793,0.812,0.003,1115.712,940.314,2.284,0.301,1.174e7,0,8.808,0.345,0.345,0.29,0.01,0.045,0.005,0.012,-4.494e-4,0,0,0,0,2.938e-5,0.013,0.077,0.005,86.789,0.015,1.806,6.88,872.238,335.468,0.05,0.703
8.668,1254.22,100.002,-13.088,100.072,13.089,36.287,0.008,36.287,0.012,3.752,0.181,28.61,-80.6,9.788,0.015,3.266e-6,0.681,-0.006,2.632,0.793,0.812,0.003,1115.996,940.314,2.288,0.299,1.166e7,0,8.694,0.345,0.345,0.29,0.01,0.045,0.002,0.003,1.426e-4,0,0,0,0,3.537e-5,0.013,0.077,0.005,86.822,0.018,1.775,6.848,871.704,335.449,0.05,0.705
8.718,1259.204,99.349,-13.041,99.419,13.043,36.474,0.008,36.474,0.012,3.741,0.255,28.61,-80.6,9.788,0.061,2.746e-6,-0.66,-0.002,2.632,0.793,0.812,0.003,1115.397,940.314,2.28,0.297,1.158e7,0,8.581,0.345,0.345,0.291,0.009,0.045,0.007,0.015,-1.987e-4,0,0,0,0,-3.369e-5,0.013,0.077,0.005,86.856,0.02,1.823,6.815,871.174,335.429,0.05,0.708
8.768,1264.155,98.698,-12.994,98.768,12.999,36.661,0.008,36.661,0.012,3.726,0.336,28.61,-80.6,9.788,0.145,3.595e-6,-0.461,-6.346e-4,2.632,0.793,0.812,0.003,1114.381,940.314,2.267,0.295,1.15e7,0,8.471,0.345,0.345,0.291,0.009,0.045,0.016,0.036,-3.881e-4,0,0,0,0,-1.667e-5,0.013,0.077,0.005,86.884,0.022,1.898,6.783,870.647,335.409,0.05,0.71
8.818,1269.074,98.049,-12.951,98.119,12.956,36.847,0.008,36.847,0.012,3.709,0.357,28.61,-80.6,9.788,0.171,3.151e-6,-0.199,-5.241e-4,2.632,0.793,0.812,0.003,1114.026,940.314,2.262,0.293,1.142e7,0,8.361,0.346,0.346,0.291,0.009,0.045,0.019,0.043,-1.84e-4,0,0,0,0,-3.151e-6,0.013,0.077,0.005,86.901,0.024,1.893,6.751,870.124,335.39,0.05,0.714
8.868,1273.96,97.403,-12.909,97.472,12.914,37.032,0.008,37.032,0.012,3.691,0.379,28.61,-80.6,9.788,0.197,3.619e-6,0.082,-0.003,2.632,0.793,0.812,0.003,1113.669,940.314,2.257,0.291,1.134e7,0,8.252,0.346,0.346,0.292,0.009,0.045,0.022,0.049,1.604e-4,0,0,0,0,5.388e-7,0.012,0.077,0.005,86.904,0.026,1.913,6.719,869.604,335.371,0.05,0.717
8.918,1278.814,96.758,-12.868,96.828,12.873,37.216,0.008,37.216,0.012,3.671,0.378,28.61,-80.6,9.788,0.201,3.328e-6,0.445,-3.354e-4,2.632,0.793,0.812,0.003,1113.563,940.314,2.256,0.289,1.126e7,0,8.144,0.346,0.346,0.292,0.009,0.045,0.022,0.05,1.721e-4,0,0,0,0,1.613e-5,0.012,0.077,0.005,86.891,0.029,1.926,6.688,869.088,335.352,0.05,0.72
8.968,1283.636,96.116,-12.83,96.185,12.834,37.399,0.008,37.399,0.013,3.654,0.315,28.61,-80.6,9.788,0.14,3.442e-6,0.683,-0.004,2.632,0.793,0.812,0.003,1114.178,940.314,2.264,0.287,1.119e7,0,8.035,0.346,0.346,0.292,0.009,0.045,0.015,0.035,2.08e-4,0,0,0,0,3.855e-5,0.012,0.077,0.005,86.863,0.029,1.849,6.656,868.575,335.333,0.05,0.722
9.018,1288.426,95.475,-12.791,95.545,12.794,37.581,0.008,37.581,0.013,3.639,0.283,28.61,-80.6,9.788,0.109,2.361e-6,0.88,-0.005,2.632,0.793,0.812,0.003,1114.465,940.314,2.268,0.285,1.111e7,0,7.929,0.346,0.346,0.293,0.009,0.045,0.012,0.027,3.77e-4,0,0,0,0,6.485e-5,0.012,0.077,0.005,86.823,0.03,1.842,6.625,868.065,335.314,0.05,0.724
9.068,1293.183,94.837,-12.755,94.906,12.757,37.763,0.008,37.763,0.013,3.626,0.206,28.61,-80.6,9.788,0.029,2.867e-6,1.019,-0.02,2.632,0.793,0.812,0.003,1115.314,940.314,2.279,0.283,1.103e7,0,7.824,0.346,0.346,0.293,0.009,0.045,0.003,0.007,-3.188e-4,0,0,0,0,8.8e-5,0.012,0.077,0.005,86.775,0.031,1.765,6.594,867.559,335.295,0.05,0.726
9.118,1297.909,94.2,-12.719,94.269,12.72,37.944,0.009,37.944,0.013,3.619,0.131,28.61,-80.6,9.788,0.052,3.329e-6,-0.935,-0.006,2.632,0.793,0.812,0.003,1114.986,940.314,2.274,0.281,1.095e7,0,7.719,0.347,0.347,0.293,0.009,0.045,0.006,0.013,-2.483e-5,0,0,0,0,-7.518e-5,0.012,0.077,0.005,86.726,0.033,1.682,6.564,867.057,335.276,0.05,0.728
9.168,1302.603,93.565,-12.679,93.634,12.68,38.125,0.009,38.125,0.013,3.611,0.158,28.61,-80.6,9.788,0.024,4.098e-6,-0.905,-0.022,2.632,0.793,0.812,0.003,1115.251,940.314,2.278,0.28,1.087e7,0,7.617,0.347,0.347,0.293,0.009,0.045,0.003,0.006,-4.098e-4,0,0,0,0,-7.138e-5,0.012,0.077,0.005,86.68,0.034,1.779,6.533,866.557,335.258,0.05,0.73
9.218,1307.266,92.932,-12.641,93.002,12.642,38.305,0.009,38.305,0.013,3.603,0.158,28.61,-80.6,9.788,0.024,4.422e-6,-0.871,-0.023,2.632,0.793,0.812,0.003,1115.184,940.314,2.277,0.278,1.079e7,0,7.516,0.347,0.347,0.294,0.009,0.045,0.003,0.006,-2.791e-4,0,0,0,0,-6.694e-5,0.012,0.077,0.005,86.635,0.034,1.821,6.503,866.061,335.24,0.05,0.732
9.268,1311.897,92.301,-12.605,92.371,12.605,38.485,0.009,38.485,0.013,3.596,0.12,28.61,-80.6,9.788,0.067,2.555e-6,-0.828,-0.006,2.632,0.793,0.812,0.003,1114.64,940.314,2.27,0.276,1.072e7,0,7.415,0.347,0.347,0.294,0.009,0.045,0.007,0.017,-7.71e-5,0,0,0,0,-6.136e-5,0.012,0.077,0.005,86.593,0.035,1.792,6.473,865.569,335.221,0.05,0.734
9.318,1316.496,91.671,-12.569,91.742,12.569,38.665,0.009,38.665,0.013,3.592,0.087,28.61,-80.6,9.788,0.104,4.123e-6,-0.655,-0.006,2.632,0.793,0.812,0.003,1114.154,940.314,2.264,0.274,1.064e7,0,7.316,0.348,0.348,0.294,0.008,0.045,0.011,0.026,3.18e-4,0,0,0,0,-3.894e-5,0.012,0.077,0.005,86.555,0.034,1.757,6.443,865.08,335.203,0.05,0.736
9.368,1321.064,91.044,-12.529,91.114,12.53,38.844,0.009,38.844,0.013,3.586,0.129,28.61,-80.6,9.788,0.057,3.662e-6,-0.573,-0.007,2.632,0.793,0.812,0.003,1114.639,940.314,2.27,0.272,1.056e7,0,7.218,0.348,0.348,0.295,0.008,0.045,0.006,0.014,3.554e-4,0,0,0,0,-3.018e-5,0.012,0.077,0.005,86.525,0.032,1.854,6.413,864.594,335.185,0.05,0.738
9.418,1325.6,90.418,-12.493,90.489,12.493,39.023,0.009,39.023,0.014,3.579,0.118,28.61,-80.6,9.788,0.07,3.951e-6,-0.5,-0.007,2.632,0.793,0.812,0.003,1114.432,940.314,2.267,0.27,1.049e7,0,7.121,0.348,0.348,0.295,0.008,0.044,0.008,0.017,2.259e-4,0,0,0,0,-2.329e-5,0.012,0.077,0.005,86.498,0.029,1.844,6.384,864.111,335.167,0.05,0.74
9.468,1330.106,89.795,-12.457,89.866,12.458,39.202,0.009,39.202,0.014,3.574,0.089,28.61,-80.6,9.788,0.103,3.454e-6,-0.361,-0.002,2.632,0.793,0.812,0.003,1113.995,940.314,2.261,0.268,1.041e7,0,7.024,0.348,0.348,0.295,0.008,0.044,0.011,0.025,2.781e-4,0,0,0,0,-1.229e-5,0.012,0.077,0.005,86.477,0.025,1.792,6.354,863.632,335.15,0.05,0.742
9.518,1334.58,89.173,-12.421,89.244,12.421,39.381,0.009,39.381,0.014,3.57,0.098,28.61,-80.6,9.788,0.093,3.587e-6,-0.236,-0.005,2.632,0.793,0.812,0.003,1114.058,940.314,2.262,0.267,1.034e7,0,6.928,0.348,0.348,0.296,0.008,0.044,0.01,0.022,3.177e-5,0,0,0,0,-5.322e-6,0.011,0.077,0.005,86.462,0.022,1.8,6.325,863.156,335.132,0.05,0.745
