# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (kg),Motor mass (kg),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (mm),CG location (mm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (m),Reference area (m²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
1.972,235.24,156.433,-21.966,156.5,21.966,5.64,2.573e-4,5.64,0.003,4.59,0.069,28.61,-80.6,9.791,0.136,-9.216e-6,2.78,0.001,2.207,0.658,0.376,0.002,1179.04,977.173,2.622,0.461,1.778e7,0,26.851,0.393,0.393,0.235,0.01,0.148,0.016,0.041,-4.056e-4,0,0,0,0,1.685e-4,0.02,0.077,0.005,87.456,0.004,1.986,13.471,985.66,339.462,0.05,0.293
2.022,243.034,155.34,-21.758,155.407,21.766,5.87,2.872e-4,5.87,0.003,4.574,0.596,28.61,-80.6,9.791,0.023,-1.671e-5,-3.62,0.062,2.207,0.658,0.376,0.002,1181.257,977.173,2.65,0.458,1.764e7,0,26.443,0.392,0.392,0.235,0.01,0.147,0.003,0.007,-3.622e-4,0,0,0,0,-2.895e-4,0.02,0.077,0.005,87.631,0.009,1.927,13.42,984.746,339.432,0.05,0.297
2.072,250.774,154.257,-21.56,154.323,21.586,6.097,3.192e-4,6.097,0.003,4.53,1.052,28.61,-80.6,9.791,0.163,-5.025e-6,-2.321,0.017,2.207,0.658,0.376,0.002,1178.299,977.173,2.612,0.455,1.751e7,0,26.047,0.392,0.392,0.236,0.01,0.147,0.019,0.051,3.546e-4,0,0,0,0,-1.207e-4,0.02,0.077,0.005,87.79,0.006,1.891,13.37,983.838,339.401,0.05,0.3
2.122,258.46,153.183,-21.376,153.249,21.415,6.322,3.521e-4,6.322,0.003,4.471,1.3,28.61,-80.6,9.791,0.242,1.695e-5,-0.1,-0.012,2.207,0.658,0.376,0.002,1176.644,977.173,2.591,0.452,1.737e7,0,25.659,0.392,0.392,0.236,0.01,0.147,0.028,0.074,3.91e-4,0,0,0,0,-2.262e-7,0.02,0.077,0.005,87.851,0.001,1.942,13.32,982.937,339.371,0.05,0.303
2.172,266.093,152.119,-21.206,152.183,21.238,6.544,3.838e-4,6.544,0.003,4.405,1.17,28.61,-80.6,9.791,0.205,-1.215e-5,2.876,-0.006,2.207,0.658,0.376,0.002,1177.283,977.173,2.599,0.449,1.724e7,0,25.275,0.392,0.392,0.236,0.009,0.146,0.024,0.063,4.074e-4,0,0,0,0,1.906e-4,0.019,0.077,0.005,87.772,0.001,2.076,13.27,982.042,339.341,0.05,0.308
2.222,273.672,151.063,-21.057,151.125,21.064,6.763,4.147e-4,6.763,0.004,4.36,0.557,28.61,-80.6,9.791,0.019,7.731e-6,4.285,0.002,2.207,0.658,0.376,0.002,1180.991,977.173,2.647,0.446,1.711e7,0,24.894,0.392,0.392,0.237,0.009,0.146,0.002,0.006,3.822e-4,0,0,0,0,4.291e-4,0.019,0.077,0.005,87.578,0.01,2.066,13.221,981.153,339.311,0.05,0.31
2.272,281.199,150.013,-20.917,150.076,20.917,6.981,4.477e-4,6.981,0.004,4.35,0.055,28.61,-80.6,9.791,0.175,2.311e-5,-3.195,-0.002,2.207,0.658,0.376,0.002,1177.73,977.173,2.605,0.443,1.699e7,0,24.525,0.392,0.392,0.237,0.009,0.145,0.02,0.053,2.029e-5,0,0,0,0,-2.418e-4,0.019,0.077,0.005,87.377,0.021,2.03,13.172,980.27,339.281,0.05,0.314
2.322,288.674,148.971,-20.766,149.035,20.769,7.199,4.862e-4,7.199,0.004,4.363,0.318,28.61,-80.6,9.791,0.26,9.389e-6,-0.766,0.001,2.207,0.658,0.376,0.002,1175.949,977.173,2.582,0.44,1.686e7,0,24.163,0.392,0.392,0.237,0.009,0.145,0.031,0.079,4.876e-4,0,0,0,0,-1.41e-5,0.019,0.077,0.005,87.275,0.022,2.029,13.124,979.393,339.252,0.05,0.317
2.372,296.096,147.937,-20.593,148.002,20.594,7.417,5.302e-4,7.417,0.004,4.377,0.125,28.61,-80.6,9.791,0.201,2.709e-5,1.973,-0.012,2.207,0.658,0.376,0.002,1177.046,977.173,2.596,0.437,1.673e7,0,23.803,0.391,0.391,0.238,0.009,0.145,0.024,0.061,-5.321e-5,0,0,0,0,9.482e-5,0.019,0.077,0.005,87.314,0.008,2.035,13.075,978.523,339.223,0.05,0.319
2.422,303.467,146.912,-20.411,146.977,20.414,7.636,5.749e-4,7.636,0.004,4.371,0.311,28.61,-80.6,9.791,0.057,-6.593e-6,3.209,-0.027,2.207,0.658,0.376,0.002,1179.876,977.173,2.633,0.434,1.661e7,0,23.447,0.391,0.391,0.238,0.009,0.144,0.007,0.017,-3.849e-4,0,0,0,0,2.544e-4,0.019,0.077,0.005,87.458,-0.003,2.018,13.027,977.658,339.194,0.05,0.32
2.472,310.788,145.896,-20.232,145.96,20.25,7.854,6.173e-4,7.854,0.005,4.344,0.858,28.61,-80.6,9.791,0.13,4.744e-5,-3.139,-0.03,2.207,0.658,0.376,0.002,1178.315,977.173,2.612,0.431,1.648e7,0,23.103,0.391,0.391,0.238,0.009,0.144,0.015,0.04,3.168e-4,0,0,0,0,-2.468e-4,0.019,0.077,0.005,87.629,-0.004,2.043,12.98,976.8,339.165,0.05,0.322
2.522,318.057,144.888,-20.064,144.952,20.105,8.07,6.566e-4,8.07,0.005,4.286,1.282,28.61,-80.6,9.791,0.275,2.085e-5,-0.706,8.342e-4,2.207,0.658,0.376,0.002,1175.344,977.173,2.574,0.428,1.636e7,0,22.768,0.391,0.391,0.239,0.009,0.144,0.032,0.083,-2.458e-4,0,0,0,0,-1.266e-5,0.019,0.077,0.005,87.73,-0.003,2.182,12.933,975.947,339.136,0.05,0.324
2.572,325.277,143.889,-19.914,143.951,19.952,8.282,6.935e-4,8.282,0.005,4.22,1.236,28.61,-80.6,9.791,0.264,1.613e-6,2.124,-0.013,2.207,0.658,0.376,0.002,1175.485,977.173,2.575,0.425,1.624e7,0,22.434,0.391,0.391,0.239,0.008,0.143,0.031,0.08,-3.096e-5,0,0,0,0,1.161e-4,0.018,0.077,0.005,87.691,7.477e-4,2.258,12.886,975.101,339.108,0.05,0.326
2.622,332.446,142.897,-19.781,142.958,19.795,8.492,7.287e-4,8.492,0.005,4.168,0.752,28.61,-80.6,9.791,0.101,3.758e-5,4.194,-0.01,2.207,0.658,0.376,0.002,1178.676,977.173,2.617,0.422,1.612e7,0,22.101,0.391,0.391,0.239,0.008,0.143,0.012,0.03,-2.837e-4,0,0,0,0,4.592e-4,0.018,0.077,0.005,87.521,0.007,2.268,12.839,974.26,339.079,0.05,0.327
2.672,339.566,141.911,-19.663,141.971,19.663,8.7,7.644e-4,8.7,0.005,4.148,0.112,28.61,-80.6,9.791,0.126,3.604e-5,-3.936,-0.012,2.207,0.658,0.376,0.002,1178.103,977.173,2.609,0.419,1.6e7,0,21.776,0.391,0.391,0.24,0.008,0.143,0.015,0.039,-2.751e-4,0,0,0,0,-4.1e-4,0.018,0.077,0.005,87.303,0.004,2.2,12.793,973.425,339.051,0.05,0.329
2.722,346.637,140.93,-19.54,140.992,19.542,8.907,7.999e-4,8.907,0.005,4.155,0.273,28.61,-80.6,9.791,0.264,-1.301e-6,-1.885,0.017,2.207,0.658,0.376,0.002,1175.255,977.173,2.573,0.416,1.588e7,0,21.461,0.391,0.391,0.24,0.008,0.143,0.031,0.08,6.613e-5,0,0,0,0,-9.54e-5,0.018,0.077,0.005,87.15,-1.522e-4,2.184,12.747,972.595,339.023,0.05,0.331
2.772,353.66,139.957,-19.401,140.019,19.404,9.115,8.34e-4,9.115,0.005,4.172,0.322,28.61,-80.6,9.791,0.284,2.602e-5,0.742,0.012,2.207,0.658,0.376,0.002,1174.793,977.173,2.566,0.413,1.576e7,0,21.148,0.391,0.391,0.24,0.008,0.142,0.033,0.086,1.034e-4,0,0,0,0,1.496e-5,0.018,0.077,0.005,87.125,0.002,2.151,12.701,971.772,338.996,0.05,0.333
2.822,360.633,138.991,-19.242,139.053,19.242,9.324,8.671e-4,9.324,0.005,4.183,0.005,28.61,-80.6,9.791,0.166,-9.13e-6,3.191,-0.003,2.207,0.658,0.376,0.002,1177.07,977.173,2.596,0.41,1.564e7,0,20.836,0.391,0.391,0.241,0.008,0.142,0.019,0.05,-2.543e-4,0,0,0,0,2.809e-4,0.018,0.077,0.005,87.234,0.003,2.126,12.656,970.954,338.968,0.05,0.335
2.872,367.559,138.033,-19.078,138.096,19.086,9.533,9.002e-4,9.533,0.005,4.168,0.554,28.61,-80.6,9.791,0.042,2.035e-5,-3.658,-0.014,2.207,0.658,0.376,0.002,1179.518,977.173,2.628,0.408,1.552e7,0,20.532,0.391,0.391,0.241,0.008,0.142,0.005,0.013,-2.226e-5,0,0,0,0,-3.742e-4,0.018,0.077,0.005,87.418,-0.001,2.178,12.611,970.142,338.941,0.05,0.338
2.922,374.437,137.083,-18.925,137.145,18.952,9.741,9.319e-4,9.741,0.005,4.127,1.015,28.61,-80.6,9.791,0.221,4.113e-5,-2.424,-0.018,2.207,0.658,0.376,0.002,1175.83,977.173,2.58,0.405,1.541e7,0,20.237,0.39,0.391,0.241,0.008,0.141,0.026,0.067,-1.113e-4,0,0,0,0,-1.667e-4,0.018,0.077,0.005,87.579,-0.005,2.218,12.566,969.335,338.914,0.05,0.34
2.972,381.267,136.14,-18.788,136.201,18.823,9.946,9.609e-4,9.946,0.006,4.069,1.142,28.61,-80.6,9.791,0.276,2.418e-5,0.06,-0.003,2.207,0.658,0.376,0.002,1174.68,977.173,2.565,0.402,1.529e7,0,19.945,0.39,0.39,0.242,0.008,0.141,0.032,0.084,-3.267e-4,0,0,0,0,1.024e-7,0.017,0.077,0.005,87.64,-0.003,2.216,12.522,968.534,338.887,0.05,0.342
3.022,388.051,135.204,-18.665,135.263,18.686,10.148,9.884e-4,10.148,0.006,4.017,0.886,28.61,-80.6,9.791,0.185,8.385e-6,2.136,-0.001,2.207,0.658,0.376,0.002,1176.421,977.173,2.588,0.399,1.518e7,0,19.652,0.39,0.39,0.242,0.008,0.141,0.022,0.056,3.268e-4,0,0,0,0,1.33e-4,0.017,0.077,0.005,87.578,-2.813e-4,2.138,12.478,967.738,338.86,0.05,0.345
3.072,394.788,134.273,-18.553,134.332,18.559,10.348,0.001,10.348,0.006,3.984,0.452,28.61,-80.6,9.791,0.016,2.943e-5,3.088,-0.036,2.207,0.658,0.376,0.002,1179.776,977.173,2.631,0.397,1.507e7,0,19.364,0.39,0.39,0.242,0.007,0.14,0.002,0.004,7.055e-6,0,0,0,0,2.819e-4,0.017,0.077,0.005,87.436,0.007,2.057,12.434,966.948,338.834,0.05,0.349
3.122,401.478,133.348,-18.444,133.407,18.444,10.547,0.001,10.547,0.006,3.972,0.081,28.61,-80.6,9.791,0.133,2.348e-5,-2.424,-9.532e-4,2.207,0.658,0.376,0.002,1177.329,977.173,2.599,0.394,1.496e7,0,19.085,0.39,0.39,0.243,0.007,0.14,0.016,0.041,2.869e-4,0,0,0,0,-1.761e-4,0.017,0.077,0.005,87.29,0.016,2.012,12.39,966.163,338.807,0.05,0.352
3.172,408.123,132.429,-18.331,132.489,18.331,10.745,0.001,10.745,0.006,3.974,0.138,28.61,-80.6,9.791,0.223,2.94e-5,-0.986,-0.003,2.207,0.658,0.376,0.002,1175.463,977.173,2.575,0.391,1.484e7,0,18.81,0.39,0.39,0.243,0.007,0.14,0.026,0.068,-2.321e-4,0,0,0,0,-2.958e-5,0.017,0.077,0.005,87.202,0.02,1.972,12.347,965.384,338.781,0.05,0.354
3.222,414.721,131.515,-18.205,131.576,18.205,10.944,0.001,10.944,0.006,3.983,0.096,28.61,-80.6,9.791,0.207,1.866e-5,1.121,-0.003,2.207,0.658,0.376,0.002,1175.723,977.173,2.579,0.389,1.473e7,0,18.538,0.39,0.39,0.243,0.007,0.14,0.024,0.062,-2.197e-4,0,0,0,0,3.871e-5,0.017,0.077,0.005,87.208,0.02,1.944,12.304,964.61,338.755,0.05,0.356
3.272,421.274,130.608,-18.071,130.669,18.071,11.143,0.001,11.143,0.006,3.981,0.151,28.61,-80.6,9.791,0.104,3.786e-5,2.234,0.008,2.207,0.658,0.376,0.002,1177.729,977.173,2.605,0.386,1.463e7,0,18.269,0.39,0.39,0.244,0.007,0.139,0.012,0.031,1.395e-4,0,0,0,0,1.56e-4,0.017,0.077,0.005,87.299,0.014,1.95,12.262,963.842,338.73,0.05,0.358
3.322,427.782,129.708,-17.939,129.769,17.943,11.342,0.001,11.342,0.006,3.967,0.392,28.61,-80.6,9.791,0.004,3.068e-5,-2.749,0.016,2.207,0.658,0.376,0.002,1179.718,977.173,2.63,0.383,1.452e7,0,18.005,0.39,0.39,0.244,0.007,0.139,4.46e-4,0.002,1.833e-4,0,0,0,0,-2.394e-4,0.017,0.077,0.005,87.431,0.007,1.866,12.219,963.078,338.704,0.05,0.365
3.372,434.245,128.815,-17.812,128.875,17.823,11.54,0.001,11.54,0.006,3.942,0.618,28.61,-80.6,9.791,0.108,3.444e-5,-2.245,-0.007,2.207,0.658,0.376,0.002,1177.525,977.173,2.602,0.381,1.441e7,0,17.745,0.39,0.39,0.244,0.007,0.139,0.013,0.033,-4.37e-4,0,0,0,0,-1.62e-4,0.017,0.077,0.005,87.561,-2.331e-4,1.799,12.177,962.32,338.678,0.05,0.368
3.422,440.664,127.927,-17.691,127.987,17.707,11.736,0.001,11.736,0.006,3.906,0.755,28.61,-80.6,9.791,0.174,1.287e-5,-1.104,0.013,2.207,0.658,0.376,0.002,1176.132,977.173,2.584,0.378,1.43e7,0,17.49,0.39,0.39,0.245,0.007,0.139,0.02,0.053,-4.916e-4,0,0,0,0,-3.973e-5,0.016,0.077,0.005,87.646,-0.007,1.75,12.136,961.568,338.653,0.05,0.37
3.472,447.038,127.045,-17.577,127.104,17.593,11.93,0.001,11.93,0.006,3.868,0.764,28.61,-80.6,9.791,0.184,2.293e-5,0.361,-0.009,2.207,0.658,0.376,0.002,1175.884,977.173,2.581,0.376,1.42e7,0,17.239,0.39,0.39,0.245,0.007,0.138,0.021,0.055,-4.572e-4,0,0,0,0,4.307e-6,0.016,0.077,0.005,87.663,-0.01,1.731,12.094,960.82,338.628,0.05,0.372
3.522,453.368,126.169,-17.469,126.227,17.481,12.123,0.001,12.123,0.006,3.832,0.645,28.61,-80.6,9.791,0.134,2.251e-5,1.611,0.005,2.207,0.658,0.376,0.002,1176.826,977.173,2.593,0.373,1.409e7,0,16.991,0.39,0.39,0.245,0.007,0.138,0.016,0.041,-1.322e-4,0,0,0,0,8.691e-5,0.016,0.077,0.005,87.609,-0.012,1.732,12.053,960.078,338.603,0.05,0.374
3.572,459.655,125.298,-17.365,125.356,17.371,12.314,0.001,12.314,0.006,3.804,0.468,28.61,-80.6,9.791,0.054,3.407e-5,2.313,0.015,2.207,0.658,0.376,0.002,1178.391,977.173,2.613,0.37,1.399e7,0,16.746,0.39,0.39,0.246,0.007,0.138,0.006,0.016,-1.076e-4,0,0,0,0,1.817e-4,0.016,0.077,0.005,87.505,-0.005,1.769,12.012,959.34,338.578,0.05,0.377
3.622,465.898,124.433,-17.265,124.49,17.267,12.503,0.001,12.503,0.006,3.786,0.286,28.61,-80.6,9.791,0.032,2.36e-5,-2.424,0.009,2.207,0.658,0.376,0.002,1178.782,977.173,2.618,0.368,1.388e7,0,16.507,0.39,0.39,0.246,0.006,0.138,0.004,0.01,-3.721e-4,0,0,0,0,-2.022e-4,0.016,0.077,0.005,87.382,0.008,1.828,11.972,958.608,338.554,0.05,0.379
3.672,472.098,123.572,-17.166,123.63,17.166,12.692,0.001,12.692,0.006,3.776,0.114,28.61,-80.6,9.791,0.115,3.006e-5,-1.888,-0.001,2.207,0.658,0.376,0.002,1177.037,977.173,2.596,0.365,1.378e7,0,16.271,0.39,0.39,0.246,0.006,0.137,0.013,0.035,-7.767e-5,0,0,0,0,-1.244e-4,0.016,0.077,0.005,87.272,0.024,1.857,11.931,957.881,338.529,0.05,0.381
3.722,478.255,122.716,-17.062,122.774,17.062,12.881,0.001,12.881,0.007,3.773,0.096,28.61,-80.6,9.791,0.127,4.001e-5,-0.803,-0.016,2.207,0.658,0.376,0.002,1176.754,977.173,2.592,0.363,1.368e7,0,16.039,0.39,0.39,0.247,0.006,0.137,0.015,0.038,-2.445e-4,0,0,0,0,-2.282e-5,0.016,0.077,0.005,87.204,0.036,1.943,11.891,957.159,338.505,0.05,0.383
3.772,484.37,121.866,-16.956,121.924,16.956,13.07,0.002,13.07,0.007,3.765,0.141,28.61,-80.6,9.791,0.107,2.762e-5,-0.2,-0.003,2.207,0.658,0.376,0.002,1177.1,977.173,2.596,0.36,1.358e7,0,15.81,0.39,0.39,0.247,0.006,0.137,0.012,0.032,6.939e-5,0,0,0,0,-1.44e-6,0.016,0.077,0.005,87.181,0.036,2.012,11.852,956.442,338.481,0.05,0.384
3.822,490.442,121.021,-16.85,121.079,16.851,13.258,0.002,13.258,0.007,3.758,0.19,28.61,-80.6,9.791,0.082,2.931e-5,0.664,-0.021,2.207,0.658,0.376,0.002,1177.558,977.173,2.602,0.358,1.348e7,0,15.583,0.39,0.39,0.247,0.006,0.137,0.009,0.025,-1.453e-4,0,0,0,0,1.607e-5,0.016,0.077,0.005,87.195,0.024,1.994,11.812,955.729,338.457,0.05,0.386
3.872,496.472,120.181,-16.743,120.239,16.746,13.445,0.002,13.445,0.007,3.745,0.322,28.61,-80.6,9.791,0.014,2.526e-5,0.922,-0.014,2.207,0.658,0.376,0.002,1178.888,977.173,2.62,0.356,1.338e7,0,15.36,0.39,0.39,0.248,0.006,0.136,0.002,0.004,4.672e-4,0,0,0,0,3.133e-5,0.015,0.077,0.005,87.238,0.006,2.028,11.773,955.022,338.433,0.05,0.388
3.922,502.46,119.346,-16.64,119.404,16.644,13.632,0.002,13.632,0.007,3.727,0.369,28.61,-80.6,9.791,0.014,2.596e-5,-0.837,-0.036,2.207,0.658,0.376,0.002,1178.832,977.173,2.619,0.353,1.328e7,0,15.139,0.39,0.39,0.248,0.006,0.136,0.002,0.005,3.961e-4,0,0,0,0,-2.623e-5,0.015,0.077,0.005,87.284,-0.01,1.967,11.734,954.334,338.41,0.05,0.389
3.972,508.407,118.517,-16.539,118.575,16.545,13.818,0.002,13.818,0.007,3.708,0.43,28.61,-80.6,9.791,0.05,2.74e-5,-0.818,-0.015,2.207,0.658,0.376,0.002,1178.054,977.173,2.609,0.351,1.318e7,0,14.922,0.39,0.39,0.248,0.006,0.136,0.006,0.015,-4.203e-5,0,0,0,0,-2.538e-5,0.015,0.077,0.005,87.326,-0.018,1.928,11.695,953.669,338.386,0.05,0.391
4.022,514.312,117.692,-16.439,117.75,16.447,14.003,0.002,14.003,0.007,3.683,0.518,28.61,-80.6,9.791,0.099,2.911e-5,-0.174,-0.007,2.207,0.658,0.376,0.002,1177.007,977.173,2.595,0.348,1.308e7,0,14.71,0.39,0.39,0.249,0.006,0.136,0.011,0.03,-3.63e-4,0,0,0,0,-1.167e-6,0.015,0.077,0.005,87.352,-0.02,1.969,11.657,953.009,338.363,0.05,0.392
4.072,520.176,116.873,-16.346,116.93,16.352,14.186,0.002,14.186,0.007,3.658,0.457,28.61,-80.6,9.791,0.071,2.951e-5,0.457,0.007,2.207,0.658,0.376,0.002,1177.516,977.173,2.602,0.346,1.299e7,0,14.499,0.39,0.39,0.249,0.006,0.136,0.008,0.021,4.639e-5,0,0,0,0,8.135e-6,0.015,0.077,0.005,87.344,-0.019,1.91,11.619,952.354,338.34,0.05,0.395
4.122,525.999,116.058,-16.253,116.115,16.259,14.369,0.002,14.369,0.007,3.638,0.439,28.61,-80.6,9.791,0.063,2.704e-5,0.637,-0.01,2.207,0.658,0.376,0.002,1177.627,977.173,2.603,0.343,1.289e7,0,14.292,0.39,0.39,0.249,0.006,0.135,0.007,0.019,-2.675e-4,0,0,0,0,1.608e-5,0.015,0.077,0.005,87.314,-0.008,1.93,11.581,951.704,338.317,0.05,0.398
4.172,531.782,115.247,-16.162,115.304,16.167,14.55,0.002,14.55,0.007,3.614,0.399,28.61,-80.6,9.791,0.042,2.616e-5,1.307,-0.007,2.207,0.658,0.376,0.002,1178.008,977.173,2.608,0.341,1.279e7,0,14.088,0.391,0.391,0.25,0.006,0.135,0.005,0.013,2.94e-4,0,0,0,0,6.848e-5,0.015,0.077,0.005,87.265,0.007,1.983,11.543,951.058,338.294,0.05,0.401
4.222,537.524,114.441,-16.077,114.498,16.079,14.73,0.002,14.73,0.007,3.599,0.256,28.61,-80.6,9.791,0.035,2.275e-5,-1.144,-4.006e-4,2.207,0.658,0.376,0.002,1178.095,977.173,2.609,0.339,1.27e7,0,13.886,0.391,0.391,0.25,0.006,0.135,0.004,0.011,-4.607e-4,0,0,0,0,-5.325e-5,0.015,0.077,0.005,87.202,0.021,1.917,11.506,950.416,338.272,0.05,0.403
4.272,543.226,113.64,-15.987,113.696,15.989,14.91,0.002,14.91,0.007,3.587,0.255,28.61,-80.6,9.791,0.037,2.905e-5,-0.826,-0.022,2.207,0.658,0.376,0.002,1178.015,977.173,2.608,0.336,1.26e7,0,13.688,0.391,0.391,0.25,0.005,0.135,0.004,0.011,-3.445e-4,0,0,0,0,-2.813e-5,0.015,0.077,0.005,87.151,0.031,1.992,11.469,949.779,338.249,0.05,0.405
4.322,548.888,112.843,-15.898,112.899,15.9,15.089,0.002,15.089,0.007,3.573,0.273,28.61,-80.6,9.791,0.027,2.716e-5,-0.794,-0.034,2.207,0.658,0.376,0.002,1178.165,977.173,2.61,0.334,1.251e7,0,13.493,0.391,0.391,0.251,0.005,0.135,0.003,0.009,-3.905e-4,0,0,0,0,-2.636e-5,0.014,0.077,0.005,87.111,0.037,2.071,11.432,949.146,338.227,0.05,0.406
4.372,554.511,112.05,-15.811,112.106,15.813,15.267,0.002,15.267,0.008,3.56,0.263,28.61,-80.6,9.79,0.033,2.826e-5,-0.499,-0.023,2.207,0.658,0.376,0.002,1178.003,977.173,2.608,0.332,1.242e7,0,13.3,0.391,0.391,0.251,0.005,0.134,0.004,0.009,2.566e-4,0,0,0,0,-1.058e-5,0.014,0.077,0.005,87.079,0.039,2.09,11.396,948.518,338.205,0.05,0.408
4.422,560.093,111.262,-15.727,111.318,15.728,15.445,0.002,15.445,0.008,3.547,0.216,28.61,-80.6,9.79,0.059,3.035e-5,-0.39,-0.02,2.207,0.658,0.376,0.002,1177.428,977.173,2.601,0.329,1.233e7,0,13.109,0.391,0.391,0.251,0.005,0.134,0.007,0.018,-1.234e-4,0,0,0,0,-6.532e-6,0.014,0.077,0.005,87.057,0.035,2.06,11.359,947.894,338.183,0.05,0.41
4.472,565.637,110.477,-15.645,110.534,15.645,15.622,0.002,15.622,0.008,3.539,0.149,28.61,-80.6,9.79,0.096,2.937e-5,0.207,-0.01,2.207,0.658,0.376,0.002,1176.628,977.173,2.59,0.327,1.223e7,0,12.92,0.391,0.391,0.252,0.005,0.134,0.011,0.029,1.126e-4,0,0,0,0,1.878e-6,0.014,0.077,0.005,87.052,0.027,1.959,11.323,947.275,338.161,0.05,0.412
4.522,571.141,109.697,-15.558,109.754,15.559,15.799,0.002,15.799,0.008,3.531,0.199,28.61,-80.6,9.79,0.064,2.878e-5,0.687,-0.005,2.207,0.658,0.376,0.002,1177.225,977.173,2.598,0.325,1.214e7,0,12.734,0.391,0.391,0.252,0.005,0.134,0.007,0.019,-4.672e-4,0,0,0,0,2.09e-5,0.014,0.077,0.005,87.075,0.016,1.95,11.288,946.66,338.139,0.05,0.415
4.572,576.607,108.921,-15.468,108.978,15.471,15.975,0.002,15.975,0.008,3.518,0.343,28.61,-80.6,9.79,0.026,3.049e-5,-0.856,-0.007,2.207,0.658,0.376,0.002,1177.971,977.173,2.608,0.323,1.205e7,0,12.552,0.391,0.391,0.252,0.005,0.134,0.003,0.008,2.894e-4,0,0,0,0,-3.291e-5,0.014,0.077,0.005,87.116,0.006,2.021,11.252,946.049,338.118,0.05,0.417
4.622,582.033,108.15,-15.382,108.207,15.388,16.15,0.002,16.15,0.008,3.497,0.431,28.61,-80.6,9.79,0.083,2.818e-5,-0.367,0.009,2.207,0.658,0.376,0.002,1176.754,977.173,2.592,0.32,1.196e7,0,12.372,0.391,0.391,0.253,0.005,0.133,0.01,0.025,-4.026e-4,0,0,0,0,-6.128e-6,0.014,0.077,0.005,87.149,-0.004,2.054,11.217,945.443,338.096,0.05,0.42
4.672,587.422,107.383,-15.299,107.44,15.306,16.325,0.002,16.325,0.008,3.476,0.463,28.61,-80.6,9.79,0.108,2.848e-5,-0.03,0.006,2.207,0.658,0.376,0.002,1176.221,977.173,2.585,0.318,1.187e7,0,12.194,0.391,0.391,0.253,0.005,0.133,0.012,0.032,4.761e-6,0,0,0,0,-4.054e-8,0.014,0.077,0.005,87.159,-0.013,2.054,11.182,944.841,338.075,0.05,0.421
4.722,592.772,106.62,-15.217,106.676,15.226,16.498,0.002,16.498,0.008,3.45,0.531,28.61,-80.6,9.79,0.152,2.614e-5,0.754,-0.002,2.207,0.658,0.376,0.002,1175.287,977.173,2.573,0.316,1.178e7,0,12.02,0.391,0.391,0.254,0.005,0.133,0.018,0.045,-3.226e-4,0,0,0,0,2.663e-5,0.014,0.077,0.005,87.14,-0.014,2.163,11.147,944.243,338.054,0.05,0.423
4.772,598.084,105.862,-15.14,105.917,15.148,16.67,0.002,16.67,0.009,3.424,0.504,28.61,-80.6,9.79,0.136,3.483e-5,1.578,0.001,2.207,0.658,0.376,0.002,1175.553,977.173,2.576,0.314,1.169e7,0,11.847,0.391,0.392,0.254,0.005,0.133,0.016,0.041,1.719e-4,0,0,0,0,1.183e-4,0.014,0.077,0.005,87.081,-0.007,2.229,11.112,943.65,338.033,0.05,0.424
4.822,603.358,105.106,-15.067,105.161,15.073,16.84,0.003,16.84,0.009,3.401,0.403,28.61,-80.6,9.79,0.071,2.895e-5,2.116,0.004,2.207,0.658,0.376,0.002,1176.828,977.173,2.593,0.311,1.161e7,0,11.676,0.392,0.392,0.254,0.005,0.133,0.008,0.021,4.182e-4,0,0,0,0,2.159e-4,0.013,0.077,0.005,86.986,0.002,2.262,11.078,943.061,338.012,0.05,0.427
4.872,608.594,104.355,-14.998,104.41,15,17.01,0.003,17.01,0.009,3.384,0.268,28.61,-80.6,9.79,0.02,2.835e-5,-2.29,-0.01,2.207,0.658,0.376,0.002,1177.845,977.173,2.606,0.309,1.152e7,0,11.508,0.392,0.392,0.255,0.005,0.132,0.002,0.006,-1.158e-4,0,0,0,0,-2.565e-4,0.013,0.077,0.005,86.874,0.014,2.277,11.044,942.476,337.992,0.05,0.429
