# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (kg),Motor mass (kg),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (mm),CG location (mm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (m),Reference area (m²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
0.759,48.074,118.521,126.1,118.553,126.257,0.486,3.841e-5,0.486,0.005,2.774,6.296,28.61,-80.6,9.792,0.139,7.097e-6,6.716,0.018,2.232,0.682,0.38,0.002,1176.204,981.174,2.533,0.349,1.366e7,319.119,15.532,0.389,0.389,0.247,0.006,0.136,0.016,0.04,-2.429e-5,0,0,0,0,0.002,0.015,0.077,0.005,87.466,0.012,2.193,14.688,1007.612,340.2,0.05,0.171
0.809,54.152,124.626,121.841,124.663,121.927,0.632,6.024e-5,0.632,0.005,3.04,4.573,28.61,-80.6,9.792,0.208,-2.507e-5,-6.34,0.02,2.229,0.679,0.38,0.002,1175.212,980.728,2.526,0.367,1.436e7,310.739,17.165,0.389,0.389,0.245,0.006,0.137,0.024,0.063,4.829e-4,0,0,0,0,-0.001,0.016,0.077,0.005,87.805,0.012,2.213,14.648,1006.899,340.176,0.05,0.176
0.859,60.531,130.517,117.533,130.556,117.575,0.789,8.639e-5,0.789,0.006,3.224,3.169,28.61,-80.6,9.792,0.446,7.81e-6,-3.562,0.006,2.226,0.677,0.379,0.002,1170.929,980.28,2.476,0.384,1.503e7,302.358,18.833,0.389,0.389,0.243,0.007,0.139,0.053,0.132,4.167e-4,0,0,0,0,-3.971e-4,0.017,0.077,0.005,88.06,0.006,2.244,14.607,1006.151,340.15,0.05,0.18
0.909,67.199,136.19,113.175,136.232,113.208,0.954,1.138e-4,0.954,0.007,3.361,2.71,28.61,-80.6,9.792,0.46,1.505e-5,0.526,-0.005,2.223,0.674,0.379,0.002,1171.049,979.832,2.483,0.401,1.568e7,293.977,20.512,0.389,0.39,0.241,0.008,0.141,0.055,0.137,-1.433e-4,0,0,0,0,7.954e-6,0.017,0.077,0.005,88.133,-0.003,2.193,14.563,1005.369,340.124,0.05,0.185
0.956,73.726,141.328,108.926,141.371,108.973,1.115,1.372e-4,1.115,0.007,3.493,3.192,28.61,-80.6,9.792,0.302,3.418e-5,4.045,0.012,2.221,0.671,0.378,0.002,1174.503,979.408,2.534,0.416,1.626e7,285.844,22.095,0.39,0.39,0.239,0.008,0.142,0.036,0.09,-6.54e-5,0,0,0,0,4.368e-4,0.018,0.077,0.005,88.014,-0.01,2.155,14.521,1004.603,340.098,0.047,0.189
1.006,80.924,146.574,104.557,146.62,104.648,1.294,1.572e-4,1.294,0.007,3.678,4.363,28.61,-80.6,9.792,0.03,2.749e-6,5.699,0.186,2.218,0.669,0.378,0.002,1180.382,978.962,2.616,0.431,1.685e7,277.618,23.783,0.39,0.39,0.238,0.009,0.144,0.003,0.008,4.117e-4,0,0,0,0,8.062e-4,0.019,0.077,0.005,87.751,-0.019,2.132,14.474,1003.759,340.07,0.05,0.194
1.056,88.332,149.727,62.829,149.777,62.952,1.482,1.686e-4,1.482,0.007,3.849,3.934,28.61,-80.6,9.792,0.23,-4.637e-5,-4.46,0.042,2.217,0.667,0.377,0.002,1176.574,978.729,2.569,0.441,1.721e7,186.052,24.836,0.391,0.391,0.237,0.009,0.145,0.027,0.07,4.156e-4,0,0,0,0,-4.733e-4,0.019,0.077,0.005,87.481,-0.018,2.098,14.426,1002.89,340.041,0.05,0.197
1.106,95.885,152.42,53.664,152.474,53.823,1.679,1.709e-4,1.679,0.006,4.047,4.129,28.61,-80.6,9.792,0.345,1.735e-5,-1.024,-0.006,2.216,0.666,0.377,0.002,1174.526,978.52,2.546,0.449,1.751e7,166.62,25.756,0.391,0.392,0.236,0.009,0.146,0.041,0.104,4.946e-4,0,0,0,0,-2.409e-5,0.02,0.077,0.005,87.34,-0.013,2.081,14.377,1002.004,340.011,0.05,0.201
1.154,103.268,154.908,51.629,154.966,51.774,1.878,1.676e-4,1.878,0.005,4.243,3.873,28.61,-80.6,9.792,0.304,-5.395e-6,2.861,-0.007,2.214,0.665,0.377,0.002,1175.526,978.32,2.561,0.456,1.778e7,162.871,26.614,0.392,0.392,0.235,0.01,0.147,0.036,0.092,4.01e-4,0,0,0,0,1.819e-4,0.02,0.077,0.005,87.394,-0.007,1.968,14.329,1001.138,339.982,0.048,0.205
1.204,111.075,157.397,49.612,157.459,49.69,2.095,1.627e-4,2.095,0.004,4.41,2.795,28.61,-80.6,9.792,0.093,3.35e-5,5.373,-0.017,2.213,0.664,0.377,0.002,1179.961,978.112,2.621,0.463,1.806e7,159.094,27.484,0.392,0.392,0.234,0.01,0.148,0.011,0.028,2.629e-4,0,0,0,0,6.215e-4,0.02,0.077,0.005,87.62,6.274e-4,1.885,14.278,1000.223,339.951,0.05,0.211
1.254,118.998,159.51,42.111,159.573,42.128,2.318,1.585e-4,2.318,0.004,4.499,1.205,28.61,-80.6,9.792,0.183,6.858e-5,-4.62,-0.018,2.212,0.663,0.377,0.002,1178.328,977.953,2.602,0.47,1.829e7,143.079,28.241,0.393,0.393,0.234,0.01,0.149,0.021,0.056,5.551e-5,0,0,0,0,-4.474e-4,0.02,0.077,0.005,87.893,-2.055e-4,1.924,14.227,999.294,339.92,0.05,0.215
1.304,127.016,161.204,33.764,161.268,33.765,2.543,1.547e-4,2.543,0.003,4.524,0.324,28.61,-80.6,9.792,0.292,2.734e-5,-1.411,-0.011,2.212,0.662,0.376,0.002,1176.289,977.866,2.577,0.475,1.847e7,125.151,28.853,0.393,0.393,0.233,0.011,0.149,0.035,0.089,-4.695e-4,0,0,0,0,-4.086e-5,0.021,0.077,0.005,88.05,0.001,1.827,14.174,998.353,339.889,0.05,0.219
1.354,135.063,162.545,26.858,162.608,26.858,2.768,1.515e-4,2.768,0.003,4.524,0.171,28.61,-80.6,9.792,0.272,4.403e-5,2.578,0.008,2.211,0.662,0.376,0.002,1176.801,977.779,2.585,0.479,1.861e7,110.338,29.336,0.394,0.394,0.233,0.011,0.15,0.032,0.083,1.526e-5,0,0,0,0,1.342e-4,0.021,0.077,0.005,88.012,-0.004,1.918,14.122,997.409,339.857,0.05,0.222
1.404,143.215,163.548,19.98,163.611,19.996,2.995,1.479e-4,2.995,0.003,4.54,0.795,28.61,-80.6,9.792,0.082,6.121e-5,5.045,0.004,2.211,0.661,0.376,0.002,1180.717,977.692,2.637,0.482,1.872e7,95.525,29.69,0.394,0.394,0.233,0.011,0.15,0.01,0.025,-2.583e-4,0,0,0,0,5.075e-4,0.021,0.077,0.005,87.799,-0.01,1.972,14.069,996.453,339.825,0.05,0.225
1.454,151.409,164.208,13.121,164.272,13.218,3.223,1.412e-4,3.223,0.003,4.596,1.6,28.61,-80.6,9.792,0.159,-2.364e-6,-4.432,0.019,2.21,0.661,0.376,0.002,1179.215,977.604,2.618,0.484,1.878e7,80.668,29.923,0.394,0.394,0.232,0.011,0.15,0.019,0.05,-3.864e-4,0,0,0,0,-3.885e-4,0.021,0.077,0.005,87.539,-0.016,1.96,14.016,995.492,339.793,0.05,0.229
1.504,159.627,164.526,6.33,164.593,6.625,3.455,1.292e-4,3.455,0.002,4.685,1.957,28.61,-80.6,9.792,0.305,1.91e-5,-0.979,0.011,2.21,0.66,0.376,0.002,1176.329,977.517,2.582,0.485,1.88e7,65.812,30.029,0.394,0.394,0.232,0.011,0.151,0.036,0.094,-4.251e-4,0,0,0,0,-1.889e-5,0.021,0.077,0.005,87.395,-0.007,1.875,13.962,994.528,339.76,0.05,0.232
1.549,167.114,164.52,-0.06,164.589,1.397,3.67,1.173e-4,3.67,0.002,4.759,1.395,28.61,-80.6,9.792,0.241,3.091e-5,2.575,0.024,2.209,0.66,0.376,0.002,1177.6,977.437,2.6,0.485,1.879e7,51.623,30.007,0.394,0.394,0.232,0.011,0.151,0.028,0.074,-1.334e-5,0,0,0,0,1.307e-4,0.021,0.077,0.005,87.441,0.007,1.889,13.914,993.65,339.731,0.046,0.235
1.599,175.332,164.201,-6.369,164.271,6.373,3.909,1.082e-4,3.909,0.002,4.793,0.219,28.61,-80.6,9.792,0.025,-4.688e-6,4.402,0.196,2.209,0.659,0.376,0.002,1181.96,977.35,2.657,0.484,1.874e7,37.434,29.858,0.394,0.394,0.233,0.011,0.15,0.003,0.007,-3.253e-4,0,0,0,0,3.832e-4,0.021,0.077,0.005,87.639,0.019,1.928,13.86,992.686,339.698,0.05,0.237
1.649,183.526,163.551,-12.941,163.62,12.969,4.148,1.078e-4,4.148,0.001,4.767,0.851,28.61,-80.6,9.792,0.178,4.904e-5,-3.255,-0.004,2.208,0.659,0.376,0.002,1178.789,977.262,2.617,0.482,1.866e7,22.577,29.593,0.394,0.394,0.233,0.011,0.15,0.021,0.055,-4.426e-4,0,0,0,0,-2.112e-4,0.021,0.077,0.005,87.849,0.029,1.923,13.807,991.725,339.666,0.05,0.24
1.699,191.679,162.572,-19.481,162.64,19.533,4.384,1.174e-4,4.384,0.002,4.699,1.416,28.61,-80.6,9.792,0.263,2.674e-5,-0.106,-0.002,2.207,0.658,0.376,0.002,1177.004,977.174,2.595,0.479,1.854e7,7.72,29.206,0.394,0.394,0.233,0.011,0.15,0.031,0.08,1.301e-5,0,0,0,0,-2.28e-7,0.021,0.077,0.005,87.937,0.028,1.938,13.754,990.769,339.634,0.05,0.243
1.702,192.085,162.515,-22.939,162.583,22.994,4.396,1.181e-4,4.396,0.002,4.695,1.583,28.61,-80.6,9.792,0.274,7.621e-6,0.164,0.002,2.207,0.658,0.376,0.002,1176.778,977.173,2.592,0.479,1.853e7,0.057,29.184,0.394,0.394,0.233,0.011,0.15,0.032,0.084,2.474e-4,0,0,0,0,5.422e-7,0.021,0.077,0.005,87.937,0.028,1.938,13.751,990.722,339.632,0.003,0.25
1.705,192.695,162.429,-22.95,162.497,23.004,4.414,1.193e-4,4.414,0.002,4.689,1.573,28.61,-80.6,9.792,0.272,7.63e-6,0.436,0.001,2.207,0.658,0.376,0.002,1176.818,977.173,2.593,0.479,1.852e7,0,29.15,0.394,0.394,0.233,0.011,0.15,0.032,0.084,4.338e-5,0,0,0,0,3.849e-6,0.021,0.077,0.005,87.936,0.028,1.937,13.747,990.65,339.63,0.004,0.269
1.711,193.608,162.3,-22.928,162.367,22.98,4.44,1.211e-4,4.44,0.002,4.68,1.549,28.61,-80.6,9.792,0.266,7.547e-6,0.84,0.002,2.207,0.658,0.376,0.002,1176.915,977.173,2.594,0.478,1.85e7,0,29.099,0.394,0.394,0.233,0.011,0.15,0.031,0.081,3.091e-4,0,0,0,0,1.427e-5,0.021,0.077,0.005,87.932,0.027,1.935,13.742,990.543,339.626,0.006,0.271
1.719,194.976,162.107,-22.895,162.174,22.944,4.479,1.241e-4,4.479,0.002,4.667,1.498,28.61,-80.6,9.792,0.254,7.552e-6,1.426,-0.002,2.207,0.658,0.376,0.002,1177.142,977.173,2.597,0.478,1.848e7,0,29.023,0.394,0.394,0.233,0.011,0.15,0.03,0.078,-5.99e-5,0,0,0,0,4.124e-5,0.021,0.077,0.005,87.923,0.026,1.932,13.733,990.383,339.621,0.008,0.274
1.732,197.026,161.817,-22.846,161.884,22.889,4.538,1.289e-4,4.538,0.002,4.649,1.39,28.61,-80.6,9.792,0.227,8.555e-6,2.236,0.003,2.207,0.658,0.376,0.002,1177.654,977.173,2.604,0.477,1.844e7,0,28.908,0.394,0.394,0.233,0.011,0.15,0.027,0.07,3.265e-4,0,0,0,0,1.018e-4,0.021,0.077,0.005,87.899,0.023,1.928,13.719,990.142,339.613,0.013,0.278
1.751,200.094,161.384,-22.776,161.45,22.806,4.626,1.371e-4,4.626,0.002,4.624,1.172,28.61,-80.6,9.792,0.171,1.513e-6,3.217,-0.003,2.207,0.658,0.376,0.002,1178.744,977.173,2.618,0.476,1.839e7,0,28.737,0.394,0.394,0.233,0.011,0.149,0.02,0.052,-1.426e-4,0,0,0,0,2.119e-4,0.021,0.077,0.005,87.847,0.019,1.924,13.699,989.782,339.601,0.019,0.28
1.779,204.681,160.737,-22.674,160.803,22.689,4.758,1.507e-4,4.758,0.002,4.596,0.823,28.61,-80.6,9.792,0.077,1.373e-5,4.141,-0.013,2.207,0.658,0.376,0.002,1180.59,977.173,2.642,0.474,1.831e7,0,28.484,0.393,0.393,0.234,0.011,0.149,0.009,0.024,5.308e-5,0,0,0,0,3.539e-4,0.021,0.077,0.005,87.74,0.011,1.96,13.67,989.244,339.583,0.028,0.283
1.822,211.526,159.772,-22.528,159.837,22.53,4.953,1.729e-4,4.953,0.002,4.573,0.266,28.61,-80.6,9.792,0.079,8.121e-6,-4.053,-0.002,2.207,0.658,0.376,0.002,1180.477,977.173,2.64,0.471,1.819e7,0,28.112,0.393,0.393,0.234,0.01,0.149,0.009,0.024,4.764e-5,0,0,0,0,-3.432e-4,0.02,0.077,0.005,87.558,0.007,2.005,13.625,988.442,339.556,0.043,0.286
1.872,219.486,158.649,-22.356,158.715,22.356,5.182,2.002e-4,5.182,0.002,4.574,0.155,28.61,-80.6,9.792,0.198,1.869e-6,-2.095,0.004,2.207,0.658,0.376,0.002,1177.963,977.173,2.608,0.468,1.805e7,0,27.687,0.393,0.393,0.234,0.01,0.148,0.023,0.061,3.95e-4,0,0,0,0,-9.298e-5,0.02,0.077,0.005,87.397,0.006,2.058,13.573,987.508,339.524,0.05,0.288
1.922,227.391,157.536,-22.168,157.603,22.169,5.411,2.285e-4,5.411,0.002,4.585,0.208,28.61,-80.6,9.792,0.215,-2.927e-6,0.488,0.01,2.207,0.658,0.376,0.002,1177.527,977.173,2.602,0.464,1.791e7,0,27.267,0.393,0.393,0.235,0.01,0.148,0.025,0.066,4.211e-4,0,0,0,0,5.115e-6,0.02,0.077,0.005,87.361,0.005,2.067,13.522,986.581,339.493,0.05,0.291
