# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (kg),Motor mass (kg),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (mm),CG location (mm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (m),Reference area (m²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
0.01,0.009,1.786,178.667,1.786,178.667,0,0,0,0,0,0,28.61,-80.6,9.792,52.23,0,0,0,2.613,0.809,0.709,0.002,NaN,969.979,NaN,0.009,3.746e5,492.537,0.006,0.585,0.258,0.534,0.001,0.051,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.287e-4,0.077,0.005,90,0,2.305,15,1013.249,340.389,0.01,0.043
0.02,0.037,3.841,205.505,3.841,205.505,0,0,0,0,0,0,28.61,-80.6,9.792,31.101,0,0,0,2.612,0.808,0.709,0.002,NaN,969.765,NaN,0.013,5.762e5,562.447,0.033,0.538,0.581,0.487,0.001,0.051,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.918e-4,0.077,0.005,90,0,2.317,15,1013.246,340.389,0.01,0.052
0.03,0.086,5.929,208.807,5.929,208.807,0,0,0,0,0,0,28.61,-80.6,9.792,21.445,0,0,0,2.611,0.807,0.708,0.002,NaN,969.551,NaN,0.019,8.181e5,570.855,0.074,0.504,0.642,0.453,0.001,0.051,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.591e-4,0.077,0.005,90,0,2.329,14.999,1013.24,340.389,0.01,0.058
0.04,0.156,8.049,212.109,8.049,212.109,0,0,0,0,0,0,28.61,-80.6,9.792,16.213,0,0,0,2.61,0.805,0.708,0.002,NaN,969.338,NaN,0.025,1.077e6,579.262,0.125,0.48,0.623,0.429,0.001,0.051,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,0.077,0.005,90,0,2.34,14.999,1013.232,340.388,0.01,0.063
0.05,0.247,10.203,215.411,10.203,215.411,0,0,0,0,0,0,28.61,-80.6,9.792,12.982,0,0,0,2.609,0.804,0.707,0.002,NaN,969.123,NaN,0.031,1.345e6,587.67,0.182,0.462,0.581,0.41,0.001,0.051,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,0.077,0.005,90,0,2.352,14.998,1013.221,340.388,0.01,0.068
0.06,0.358,12.346,218.68,12.346,218.68,0,0,0,0,0,0,28.61,-80.6,9.792,10.846,0,0,0,2.608,0.803,0.707,0.002,NaN,968.913,NaN,0.037,1.615e6,595.994,0.245,0.448,0.543,0.397,0.001,0.051,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,0.077,0.005,90,0,2.365,14.998,1013.208,340.387,0.01,0.075
0.068,0.465,14.141,221.629,14.141,221.629,0,0,0,0,0,0,28.61,-80.6,9.792,9.54,0,0,0,2.607,0.802,0.707,0.002,NaN,968.74,NaN,0.042,1.842e6,603.519,0.303,0.44,0.518,0.388,0.001,0.051,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,0.077,0.005,90,0,2.376,14.997,1013.195,340.387,0.008,0.079
0.075,0.57,15.726,224.13,15.726,224.13,0,0,0,0,0,0,28.61,-80.6,9.792,8.628,0,0,0,2.606,0.801,0.707,0.002,NaN,968.588,NaN,0.047,2.043e6,609.896,0.36,0.433,0.499,0.381,0.001,0.051,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,0.077,0.005,90,0,2.386,14.996,1013.183,340.387,0.007,0.089
0.081,0.675,17.165,226.344,17.165,226.344,0,0,0,0,0,0,28.61,-80.6,9.792,7.942,0,0,0,2.605,0.8,0.706,0.002,NaN,968.451,NaN,0.051,2.226e6,615.542,0.416,0.427,0.485,0.375,0.001,0.051,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,0.077,0.005,90,0,2.395,14.996,1013.171,340.386,0.006,0.096
0.087,0.779,18.496,228.353,18.496,228.353,0,0,0,0,0,0,28.61,-80.6,9.792,7.402,0,0,0,2.604,0.8,0.706,0.002,NaN,968.326,NaN,0.055,2.396e6,620.664,0.47,0.423,0.474,0.371,0.001,0.051,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,0.077,0.005,90,0,2.403,14.995,1013.159,340.386,0.006,0.103
0.093,0.882,19.74,230.205,19.74,230.205,0,0,0,0,0,0,28.61,-80.6,9.792,6.961,0,0,0,2.604,0.799,0.706,0.002,NaN,968.21,NaN,0.058,2.554e6,625.386,0.524,0.419,0.465,0.367,0.001,0.051,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,0.077,0.005,90,0,2.41,14.994,1013.147,340.385,0.005,0.107
0.098,0.985,20.915,231.931,20.915,231.931,0,0,0,0,0,0,28.61,-80.6,9.792,6.592,0,0,0,2.603,0.799,0.706,0.002,NaN,968.101,NaN,0.062,2.704e6,629.788,0.578,0.415,0.457,0.363,0.001,0.051,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,0.077,0.005,90,0,2.417,14.994,1013.134,340.385,0.005,0.114
0.102,1.088,22.032,233.554,22.032,233.554,0,0,0,0,0,0,28.61,-80.6,9.792,6.26,0,0,0,2.602,0.798,0.706,0.002,NaN,967.998,NaN,0.065,2.847e6,633.928,0.631,0.412,0.45,0.36,0.001,0.051,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,0.077,0.005,90,0,2.417,14.993,1013.122,340.385,0.005,0.118
0.11,1.252,23.72,235.533,23.72,235.534,-1.46e-5,0,1.46e-5,-180,0.004,0.581,28.61,-80.6,9.792,5.782,0,0.082,2.666e-5,2.602,0.797,0.705,0.002,1064.378,967.844,1.254,0.07,3.062e6,638.952,0.715,0.408,0.441,0.356,0.001,0.051,0.93,1.167,2.136e-4,0,0,0,0,9.057e-6,0.003,0.077,0.005,90,-0.009,2.406,14.992,1013.103,340.384,0.007,0.123
0.12,1.521,26.285,238.5,26.285,238.5,-9.285e-5,0,9.285e-5,-180,0.01,0.608,28.61,-80.6,9.792,5.171,0,0.215,-5.013e-5,2.6,0.796,0.705,0.002,1067.117,967.612,1.292,0.078,3.39e6,646.49,0.853,0.403,0.429,0.35,0.001,0.051,0.802,1.036,5.26e-5,0,0,0,0,5.056e-5,0.003,0.077,0.005,89.998,0.002,2.39,14.99,1013.072,340.383,0.011,0.127
0.136,1.977,30.202,242.945,30.202,242.945,-3.427e-4,0,3.427e-4,-180,0.021,0.633,28.61,-80.6,9.792,4.434,0,0.436,-1.017e-4,2.598,0.794,0.704,0.002,1070.756,967.264,1.344,0.089,3.891e6,657.795,1.086,0.395,0.415,0.343,0.001,0.051,0.656,0.882,2.626e-4,0,0,0,0,1.574e-4,0.004,0.077,0.005,89.993,0.006,2.366,14.987,1013.018,340.381,0.016,0.132
0.161,2.781,36.237,249.599,36.237,249.6,-0.001,0,0.001,180,0.036,0.65,28.61,-80.6,9.792,3.661,0,0.814,1.523e-5,2.596,0.791,0.704,0.002,1075.047,966.741,1.407,0.107,4.664e6,674.754,1.502,0.386,0.399,0.333,0.002,0.051,0.515,0.724,-4.869e-4,0,0,0,0,3.819e-4,0.005,0.077,0.005,89.978,0.005,2.369,14.982,1012.924,340.378,0.024,0.136
0.197,4.267,45.646,259.548,45.646,259.549,-0.003,9.836e-9,0.003,180,0.059,0.602,28.61,-80.6,9.792,2.929,0,1.516,1.719e-4,2.591,0.787,0.702,0.002,1079.715,965.954,1.477,0.134,5.871e6,700.192,2.285,0.375,0.383,0.321,0.002,0.052,0.391,0.577,-4.944e-5,0,0,0,0,8.368e-4,0.006,0.077,0.005,89.936,0.002,2.446,14.972,1012.75,340.372,0.036,0.14
0.247,6.752,53.714,160.308,53.714,160.308,-0.006,4.463e-8,0.006,180,0.088,0.389,28.61,-80.6,9.792,2.189,-3.338e-7,2.623,-2.452e-4,2.586,0.782,0.701,0.002,1084.989,965.063,1.557,0.158,6.895e6,442.986,3.062,0.367,0.372,0.313,0.002,0.052,0.277,0.429,4.93e-4,0,0,0,0,0.002,0.007,0.077,0.005,89.833,0.002,2.296,14.956,1012.458,340.362,0.05,0.145
0.297,9.624,61.144,148.568,61.144,148.568,-0.011,1.182e-7,0.011,179.999,0.098,0.041,28.61,-80.6,9.792,1.697,9.754e-7,3.74,-4.719e-4,2.582,0.777,0.7,0.002,1088.974,964.196,1.62,0.18,7.853e6,412.705,3.892,0.362,0.365,0.307,0.002,0.052,0.207,0.332,4.644e-4,0,0,0,0,0.003,0.008,0.077,0.005,89.674,0.004,2.258,14.937,1012.121,340.351,0.05,0.151
0.347,12.877,68.986,156.812,68.986,156.814,-0.016,3.98e-7,0.016,179.999,0.078,0.754,28.61,-80.6,9.792,1.305,-7.594e-7,4.85,-0.001,2.577,0.772,0.698,0.002,1092.508,963.327,1.678,0.203,8.857e6,434.183,4.871,0.357,0.359,0.302,0.003,0.053,0.154,0.254,-3.508e-4,0,0,0,0,0.004,0.009,0.077,0.005,89.459,0.006,2.302,14.916,1011.74,340.338,0.05,0.155
0.397,16.533,77.241,165.016,77.241,165.027,-0.018,1.15e-6,0.018,179.996,0.011,1.906,28.61,-80.6,9.792,0.737,-7.019e-6,5.803,-0.002,2.572,0.768,0.697,0.002,1097.963,962.454,1.76,0.227,9.912e6,455.661,6.011,0.353,0.354,0.296,0.003,0.053,0.083,0.141,1e-4,0,0,0,0,0.004,0.01,0.077,0.005,89.191,0.006,2.092,14.893,1011.311,340.324,0.05,0.16
0.447,20.611,85.904,173.164,85.904,173.195,-0.016,2.713e-6,0.016,179.99,0.121,3.252,28.61,-80.6,9.792,0.329,4.366e-6,6.394,-0.005,2.567,0.763,0.695,0.002,1102.442,961.579,1.829,0.253,1.102e7,477.139,7.345,0.349,0.349,0.292,0.004,0.054,0.036,0.061,2.795e-4,0,0,0,0,0.004,0.011,0.077,0.005,88.885,0.009,2.041,14.866,1010.833,340.308,0.05,0.165
0.497,25.133,94.974,181.248,94.974,181.311,-0.005,6.16e-6,0.005,179.927,0.326,4.8,28.61,-80.6,9.792,0.013,1.235e-6,-6.584,-0.153,2.563,0.758,0.694,0.002,1106.366,960.7,1.892,0.279,1.218e7,498.617,8.892,0.346,0.346,0.287,0.004,0.055,0.001,0.006,3.696e-4,0,0,0,0,-0.004,0.012,0.077,0.005,88.559,0.014,2.038,14.837,1010.302,340.29,0.05,0.17
0.547,30.119,104.446,189.258,104.448,189.368,0.018,1.334e-5,0.018,0.042,0.613,6.457,28.61,-80.6,9.792,0.263,1.971e-5,-6.287,-0.012,2.558,0.753,0.692,0.002,1104.535,959.817,1.879,0.307,1.339e7,520.095,10.67,0.344,0.344,0.283,0.005,0.056,0.029,0.056,-1.707e-4,0,0,0,0,-0.003,0.013,0.077,0.005,88.236,0.016,2.119,14.804,1009.718,340.27,0.05,0.177
0.597,35.588,114.317,197.191,114.322,197.357,0.058,2.656e-5,0.058,0.026,0.985,8.087,28.61,-80.6,9.792,0.415,-2.002e-6,-5.486,-0.005,2.553,0.749,0.691,0.002,1103.889,958.932,1.883,0.336,1.465e7,541.573,12.702,0.341,0.342,0.279,0.006,0.057,0.046,0.088,-4.666e-4,0,0,0,0,-0.002,0.015,0.077,0.005,87.94,0.017,2.294,14.769,1009.076,340.249,0.05,0.181
0.647,41.561,124.584,205.032,124.592,205.267,0.118,4.706e-5,0.118,0.023,1.441,9.813,28.61,-80.6,9.792,0.624,-1.929e-5,-4.041,0.004,2.548,0.744,0.69,0.002,1102.826,958.043,1.88,0.366,1.596e7,563.051,15.013,0.34,0.34,0.275,0.007,0.058,0.07,0.132,7.423e-5,0,0,0,0,-7.995e-4,0.016,0.077,0.005,87.7,0.016,2.196,14.73,1008.376,340.225,0.05,0.183
0.697,48.056,135.24,212.802,135.254,213.088,0.204,7.564e-5,0.204,0.021,1.975,11.048,28.61,-80.6,9.792,0.676,-5.706e-7,-1.855,-0.006,2.544,0.739,0.688,0.002,1103.445,957.151,1.9,0.398,1.732e7,584.529,17.622,0.339,0.339,0.271,0.008,0.059,0.076,0.145,5.814e-5,0,0,0,0,-1.429e-4,0.017,0.077,0.005,87.552,0.013,2.203,14.688,1007.614,340.2,0.05,0.188
0.747,55.095,146.284,220.507,146.306,220.807,0.317,1.113e-4,0.317,0.02,2.553,11.512,28.61,-80.6,9.792,0.585,3.628e-6,0.638,-0.007,2.539,0.735,0.687,0.002,1105.597,956.255,1.939,0.43,1.872e7,606.007,20.555,0.338,0.338,0.268,0.009,0.061,0.066,0.128,4.791e-4,0,0,0,0,1.444e-5,0.019,0.077,0.005,87.523,0.006,2.275,14.642,1006.788,340.172,0.05,0.193
0.797,62.674,156.879,211.536,156.91,211.794,0.458,1.493e-4,0.458,0.019,3.097,10.459,28.61,-80.6,9.792,0.415,1.467e-5,2.978,-0.007,2.534,0.73,0.685,0.002,1108.654,955.306,1.992,0.461,2.007e7,585.069,23.599,0.338,0.338,0.264,0.011,0.062,0.046,0.092,-4.99e-4,0,0,0,0,2.738e-4,0.02,0.077,0.005,87.617,-0.004,2.297,14.593,1005.899,340.142,0.05,0.197
0.847,70.732,165.423,170.535,165.46,170.695,0.623,1.83e-4,0.623,0.017,3.502,7.373,28.61,-80.6,9.792,0.146,1.292e-6,4.448,-0.044,2.529,0.725,0.684,0.002,1112.669,954.412,2.055,0.487,2.115e7,482.714,26.223,0.338,0.338,0.262,0.012,0.064,0.016,0.032,2.318e-4,0,0,0,0,5.493e-4,0.021,0.077,0.005,87.81,-0.015,2.416,14.54,1004.954,340.11,0.05,0.2
0.897,79.177,172.39,139.02,172.431,139.102,0.806,2.064e-4,0.806,0.015,3.775,4.785,28.61,-80.6,9.792,0.081,2.17e-5,-4.591,-0.074,2.526,0.721,0.683,0.002,1114.395,953.724,2.087,0.507,2.202e7,404.54,28.484,0.338,0.338,0.26,0.014,0.065,0.009,0.019,3.193e-4,0,0,0,0,-5.388e-4,0.022,0.077,0.005,88.042,-0.033,2.379,14.485,1003.964,340.077,0.05,0.203
0.947,87.937,177.996,111.846,178.04,111.883,0.999,2.126e-4,0.999,0.012,3.941,2.877,28.61,-80.6,9.792,0.212,3.526e-5,-3.595,-0.04,2.522,0.718,0.682,0.002,1113.835,953.057,2.088,0.524,2.272e7,337.268,30.382,0.339,0.339,0.258,0.015,0.066,0.023,0.049,4.537e-4,0,0,0,0,-3.099e-4,0.023,0.077,0.005,88.25,-0.046,2.172,14.428,1002.937,340.043,0.05,0.206
0.997,96.952,182.602,91.855,182.647,91.867,1.198,1.998e-4,1.198,0.01,4.031,1.476,28.61,-80.6,9.792,0.331,1.412e-6,-1.653,-0.028,2.52,0.715,0.681,0.002,1113.304,952.596,2.087,0.537,2.33e7,288.141,31.997,0.339,0.339,0.257,0.015,0.066,0.037,0.077,1.06e-4,0,0,0,0,-6.226e-5,0.023,0.077,0.005,88.384,-0.03,2.197,14.37,1001.879,340.007,0.05,0.21
1.047,106.178,186.453,76.79,186.498,76.797,1.401,1.773e-4,1.401,0.007,4.079,1.018,28.61,-80.6,9.792,0.318,-1e-5,0.794,-0.012,2.517,0.713,0.68,0.002,1114.119,952.134,2.104,0.549,2.377e7,251.332,33.375,0.339,0.34,0.256,0.016,0.067,0.035,0.074,8.57e-5,0,0,0,0,1.377e-5,0.024,0.077,0.005,88.402,0.009,2.165,14.31,1000.797,339.971,0.05,0.213
1.097,115.579,189.553,61.791,189.598,61.802,1.606,1.611e-4,1.606,0.006,4.121,1.162,28.61,-80.6,9.792,0.21,-1.793e-5,2.814,-0.037,2.515,0.711,0.68,0.002,1115.858,951.689,2.132,0.558,2.415e7,214.554,34.5,0.34,0.34,0.255,0.017,0.068,0.023,0.049,-2.492e-4,0,0,0,0,1.675e-4,0.024,0.077,0.005,88.305,0.046,2.178,14.249,999.695,339.934,0.05,0.216
1.147,125.117,191.967,48.114,192.013,48.149,1.813,1.637e-4,1.813,0.005,4.186,1.832,28.61,-80.6,9.792,0.006,-3.093e-5,3.542,-0.885,2.514,0.709,0.679,0.002,1118.605,951.401,2.171,0.565,2.444e7,181.019,35.385,0.34,0.34,0.255,0.017,0.068,6.406e-4,0.001,-5.07e-5,0,0,0,0,2.587e-4,0.025,0.077,0.005,88.133,0.053,2.072,14.187,998.576,339.896,0.05,0.218
1.197,134.759,193.743,35.383,193.79,35.458,2.025,1.886e-4,2.025,0.005,4.282,2.31,28.61,-80.6,9.792,0.158,1.891e-5,-2.985,-0.052,2.512,0.708,0.679,0.002,1117.226,951.113,2.157,0.57,2.464e7,149.669,36.044,0.341,0.341,0.254,0.018,0.068,0.017,0.037,2.753e-5,0,0,0,0,-1.803e-4,0.025,0.077,0.005,87.959,0.037,2.064,14.124,997.445,339.858,0.05,0.22
1.247,144.476,194.931,23.671,194.981,23.813,2.242,2.293e-4,2.242,0.006,4.398,2.596,28.61,-80.6,9.792,0.289,-5.371e-6,-1.084,-0.008,2.511,0.707,0.678,0.002,1116,950.909,2.144,0.574,2.478e7,120.702,36.483,0.341,0.341,0.254,0.018,0.069,0.032,0.069,4.846e-4,0,0,0,0,-2.352e-5,0.025,0.077,0.005,87.854,0.018,1.896,14.061,996.305,339.82,0.05,0.224
1.297,154.246,195.863,18.579,195.915,18.706,2.465,2.76e-4,2.465,0.006,4.517,2.169,28.61,-80.6,9.792,0.239,-4.784e-6,1.214,-0.007,2.511,0.706,0.678,0.002,1116.745,950.802,2.155,0.577,2.488e7,108.202,36.817,0.341,0.341,0.254,0.018,0.069,0.026,0.057,1.069e-4,0,0,0,0,2.917e-5,0.025,0.077,0.005,87.862,-0.004,1.973,13.997,995.16,339.781,0.05,0.227
1.347,164.058,196.604,14.782,196.658,14.846,2.693,3.185e-4,2.693,0.007,4.603,1.371,28.61,-80.6,9.792,0.11,-1.099e-5,2.715,-0.029,2.51,0.706,0.678,0.002,1118.33,950.695,2.177,0.579,2.495e7,98.842,37.074,0.341,0.341,0.254,0.019,0.069,0.012,0.026,-3.366e-4,0,0,0,0,1.449e-4,0.025,0.077,0.005,87.969,-0.019,1.999,13.934,994.009,339.743,0.05,0.231
1.397,173.902,197.156,11.013,197.21,11.022,2.924,3.509e-4,2.924,0.007,4.644,0.446,28.61,-80.6,9.792,0.045,1.801e-6,-2.966,-0.073,2.509,0.705,0.678,0.002,1119.189,950.588,2.19,0.581,2.5e7,89.482,37.26,0.341,0.341,0.253,0.019,0.069,0.005,0.011,4.95e-4,0,0,0,0,-1.719e-4,0.025,0.077,0.005,88.119,-0.029,2.002,13.87,992.854,339.704,0.05,0.234
1.447,183.769,197.519,7.262,197.574,7.268,3.157,3.709e-4,3.157,0.007,4.643,0.291,28.61,-80.6,9.792,0.164,-2.542e-5,-2.04,-0.004,2.509,0.704,0.678,0.002,1117.915,950.481,2.174,0.582,2.503e7,80.123,37.375,0.341,0.341,0.253,0.019,0.069,0.018,0.039,-4.218e-4,0,0,0,0,-8.106e-5,0.025,0.077,0.005,88.25,-0.025,1.977,13.806,991.697,339.665,0.05,0.238
1.497,193.649,197.696,3.528,197.75,3.604,3.388,3.812e-4,3.388,0.006,4.611,0.733,28.61,-80.6,9.792,0.228,5.579e-7,-0.32,-0.027,2.508,0.704,0.677,0.002,1117.242,950.374,2.167,0.582,2.503e7,70.763,37.417,0.341,0.341,0.253,0.019,0.069,0.025,0.055,-1.023e-4,0,0,0,0,-1.986e-6,0.025,0.077,0.005,88.31,-0.013,2.027,13.741,990.538,339.626,0.05,0.243
1.547,203.534,197.686,-0.191,197.739,0.629,3.617,3.862e-4,3.617,0.006,4.572,0.599,28.61,-80.6,9.792,0.179,-5.79e-6,1.507,-0.023,2.508,0.703,0.677,0.002,1117.784,950.267,2.176,0.582,2.501e7,61.403,37.378,0.341,0.341,0.253,0.019,0.069,0.02,0.043,2.069e-4,0,0,0,0,4.417e-5,0.025,0.077,0.005,88.275,0.008,2.002,13.677,989.379,339.587,0.05,0.247
1.597,213.413,197.491,-3.891,197.543,3.894,3.845,3.943e-4,3.845,0.006,4.55,0.151,28.61,-80.6,9.792,0.066,5.957e-7,2.56,-0.03,2.507,0.703,0.677,0.002,1119.03,950.16,2.193,0.582,2.497e7,52.043,37.266,0.341,0.341,0.253,0.019,0.069,0.007,0.015,-4.889e-4,0,0,0,0,1.277e-4,0.025,0.077,0.005,88.166,0.024,1.994,13.613,988.22,339.548,0.05,0.255
1.647,223.278,197.111,-7.573,197.164,7.587,4.073,4.113e-4,4.073,0.006,4.556,0.457,28.61,-80.6,9.792,0.086,-1.293e-5,-2.477,-0.013,2.507,0.702,0.677,0.002,1118.737,950.053,2.191,0.581,2.49e7,42.683,37.083,0.341,0.341,0.254,0.019,0.069,0.009,0.021,-1.465e-4,0,0,0,0,-1.2e-4,0.025,0.077,0.005,88.033,0.024,1.9,13.549,987.063,339.509,0.05,0.258
1.697,233.12,196.548,-11.22,196.601,11.242,4.301,4.365e-4,4.301,0.006,4.585,0.709,28.61,-80.6,9.791,0.166,5.139e-6,-1.344,-0.017,2.506,0.702,0.677,0.002,1117.726,949.946,2.179,0.579,2.481e7,33.323,36.833,0.341,0.341,0.254,0.019,0.069,0.018,0.039,2.372e-4,0,0,0,0,-3.551e-5,0.025,0.077,0.005,87.934,0.016,1.921,13.485,985.909,339.471,0.05,0.261
1.747,242.928,195.803,-14.828,195.858,14.842,4.531,4.673e-4,4.531,0.006,4.617,0.64,28.61,-80.6,9.791,0.18,-9.178e-6,0.135,0.004,2.506,0.701,0.677,0.002,1117.42,949.838,2.176,0.577,2.47e7,23.963,36.512,0.341,0.341,0.254,0.018,0.069,0.02,0.043,-2.356e-4,0,0,0,0,3.615e-7,0.025,0.077,0.005,87.905,0.006,1.921,13.421,984.759,339.432,0.05,0.263
1.797,252.695,194.879,-18.4,194.935,18.403,4.763,4.994e-4,4.763,0.006,4.64,0.337,28.61,-80.6,9.791,0.144,-4.251e-6,1.512,-0.014,2.505,0.701,0.676,0.002,1117.649,949.731,2.181,0.575,2.456e7,14.603,36.12,0.341,0.341,0.254,0.018,0.069,0.016,0.035,3.258e-4,0,0,0,0,4.577e-5,0.025,0.077,0.005,87.95,-0.002,1.843,13.357,983.613,339.394,0.05,0.265
1.847,262.412,193.778,-21.936,193.833,21.938,4.995,5.299e-4,4.995,0.006,4.638,0.296,28.61,-80.6,9.791,0.031,-1.11e-5,2.275,-0.018,2.505,0.7,0.676,0.002,1118.721,949.624,2.196,0.571,2.441e7,5.244,35.663,0.341,0.341,0.255,0.018,0.068,0.003,0.007,4.208e-4,0,0,0,0,1.047e-4,0.025,0.077,0.005,88.051,-0.004,1.858,13.294,982.473,339.355,0.05,0.267
1.85,262.995,193.706,-23.902,193.761,23.906,5.009,5.317e-4,5.009,0.006,4.636,0.408,28.61,-80.6,9.791,0.021,0,2.331,-0.035,2.505,0.7,0.676,0.002,1118.825,949.617,2.198,0.571,2.44e7,0.282,35.633,0.341,0.341,0.255,0.018,0.068,0.002,0.005,-5.784e-5,0,0,0,0,1.101e-4,0.025,0.077,0.005,88.058,-0.004,1.859,13.291,982.405,339.353,0.003,0.27
1.855,263.87,193.597,-23.995,193.653,24,5.03,5.343e-4,5.03,0.006,4.634,0.476,28.61,-80.6,9.791,0.006,0,2.337,-0.116,2.505,0.7,0.676,0.002,1118.975,949.617,2.199,0.571,2.438e7,0,35.589,0.341,0.341,0.255,0.018,0.068,6.748e-4,0.001,6.082e-6,0,0,0,0,1.108e-4,0.025,0.077,0.005,88.069,-0.004,1.872,13.285,982.303,339.35,0.005,0.28
1.861,265.181,193.435,-23.965,193.49,23.972,5.061,5.382e-4,5.061,0.006,4.631,0.57,28.61,-80.6,9.791,0.016,0,-2.332,-0.044,2.505,0.7,0.676,0.002,1118.833,949.617,2.198,0.57,2.436e7,0,35.523,0.341,0.341,0.255,0.018,0.068,0.002,0.004,1.6e-4,0,0,0,0,-1.105e-4,0.025,0.077,0.005,88.085,-0.004,1.891,13.276,982.149,339.344,0.007,0.282
1.871,267.145,193.191,-23.921,193.247,23.932,5.108,5.439e-4,5.108,0.006,4.624,0.71,28.61,-80.6,9.791,0.048,-8.452e-7,-2.28,-0.012,2.505,0.7,0.676,0.002,1118.415,949.617,2.192,0.57,2.432e7,0,35.425,0.341,0.341,0.255,0.018,0.068,0.005,0.012,-4.499e-4,0,0,0,0,-1.058e-4,0.025,0.077,0.005,88.108,-0.004,1.92,13.264,981.918,339.337,0.01,0.284
1.887,270.087,192.827,-23.856,192.882,23.874,5.179,5.523e-4,5.179,0.006,4.612,0.909,28.61,-80.6,9.791,0.095,7.199e-7,-2.102,-0.009,2.505,0.7,0.676,0.002,1117.82,949.617,2.184,0.569,2.427e7,0,35.278,0.341,0.341,0.255,0.018,0.068,0.01,0.022,-1.192e-4,0,0,0,0,-9.029e-5,0.025,0.077,0.005,88.142,-0.004,1.963,13.244,981.573,339.325,0.015,0.287
1.91,274.489,192.283,-23.762,192.338,23.79,5.284,5.645e-4,5.284,0.006,4.588,1.147,28.61,-80.6,9.791,0.151,-2.601e-6,-1.645,3.538e-4,2.505,0.7,0.676,0.002,1117.088,949.617,2.175,0.567,2.42e7,0,35.059,0.341,0.341,0.255,0.018,0.068,0.017,0.036,2.482e-4,0,0,0,0,-5.563e-5,0.025,0.077,0.005,88.185,-0.003,2.013,13.216,981.057,339.308,0.023,0.291
1.944,281.069,191.47,-23.626,191.524,23.664,5.44,5.819e-4,5.44,0.006,4.545,1.343,28.61,-80.6,9.791,0.198,2.178e-6,-0.677,-0.006,2.505,0.7,0.676,0.002,1116.408,949.617,2.166,0.565,2.408e7,0,34.734,0.341,0.341,0.255,0.017,0.068,0.022,0.047,1.788e-4,0,0,0,0,-9.49e-6,0.025,0.077,0.005,88.225,-0.002,2.054,13.173,980.285,339.282,0.034,0.294
1.994,290.613,190.294,-23.441,190.347,23.472,5.666,6.064e-4,5.666,0.006,4.479,1.206,28.61,-80.6,9.791,0.172,-2.536e-6,0.809,0.004,2.505,0.7,0.676,0.002,1116.488,949.617,2.167,0.561,2.391e7,0,34.261,0.341,0.341,0.256,0.017,0.068,0.019,0.041,4.568e-4,0,0,0,0,1.374e-5,0.024,0.077,0.005,88.22,0.003,2.012,13.111,979.166,339.244,0.05,0.297
2.044,300.099,189.126,-23.267,189.178,23.281,5.889,6.31e-4,5.889,0.006,4.428,0.809,28.61,-80.6,9.791,0.081,-1.14e-5,1.831,-3.964e-4,2.505,0.7,0.676,0.002,1117.292,949.617,2.178,0.558,2.375e7,0,33.795,0.34,0.34,0.256,0.017,0.068,0.009,0.019,-4.287e-4,0,0,0,0,7.122e-5,0.024,0.077,0.005,88.148,0.003,1.948,13.049,978.053,339.207,0.05,0.3
