deployment_level,mach,cd_increment
0.923,0.2824,0.092588701
0.923,0.2876,0.088843595
0.923,0.3535,0.12471706799999999
0.923,0.3571,0.12370662700000001
0.923,0.3611,0.097636885
0.923,0.3656,0.08837798499999999
0.923,0.3707,0.08986006000000002
0.923,0.3766,0.0914614205
0.923,0.3835,0.09369371850000002
0.923,0.4419,0.11881714199999999
0.923,0.4464,0.09916111850000003
0.923,0.4514,0.0998757005
0.923,0.457,0.09646608200000001
0.923,0.4634,0.097651345
0.923,0.4707,0.09479264400000004
0.923,0.4793,0.093057958
0.923,0.5302,0.10220009099999999
0.923,0.5357,0.12487874449999997
0.923,0.5417,0.10171848749999995
0.923,0.5485,0.09987239399999998
0.923,0.5561,0.09736574900000006
0.923,0.5649,0.09829914000000006
0.923,0.5752,0.09493859799999999
0.923,0.6186,0.10254761799999995
0.923,0.625,0.127202622
0.923,0.632,0.10201683300000003
0.923,0.6399,0.10121615499999997
0.923,0.6488,0.09408443500000002
0.923,0.659,0.09874396399999996
0.923,0.6711,0.097142383
0.923,0.707,0.10344100149999996
0.923,0.7142,0.12811938349999996
0.923,0.7223,0.126912586
0.923,0.7313,0.10219983399999999
0.923,0.7415,0.10134674399999999
0.923,0.7532,0.10025310700000001
0.923,0.767,0.09847167899999998
0.923,0.7953,0.104149465
0.923,0.8035,0.128705022
0.923,0.8126,0.10377601800000003
0.923,0.8227,0.103024946
0.923,0.8342,0.102219163
0.923,0.8473,0.10122872099999997
0.923,0.8628,0.099896382
0.923,0.8837,0.105017303
0.923,0.8928,0.12782505
0.923,0.9029,0.12740553300000002
0.923,0.9141,0.10370205500000002
0.923,0.9268,0.10301704300000003
0.923,0.9415,0.10202098100000001
0.923,0.9587,0.10082998699999995
0.9696,0.0884,0.08444013550000007
0.9696,0.0893,0.08582021450000005
0.9696,0.0903,0.08769164450000005
0.9696,0.0914,0.08998846850000009
0.9696,0.0927,0.09249365850000008
0.9696,0.0941,0.09533184650000004
0.9696,0.0959,0.08305879099999997
